 time           v(i1)          i(V1)          v(x0.q)       
 0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00 
 1.0000000e-06  3.1415927e-06 -6.2209756e-10  6.2209756e-16 
 1.4500902e-06  4.5555927e-06 -9.0209756e-10  1.0281228e-15 
 2.3502705e-06  7.3835927e-06 -1.4620976e-09  2.0922238e-15 
 4.1506313e-06  1.3039593e-05 -2.5820976e-09  5.7327288e-15 
 7.7513527e-06  2.4351593e-05 -4.8220976e-09  1.9062951e-14 
 1.4952796e-05  4.6975593e-05 -9.3020975e-09  6.9920243e-14 
 2.9355681e-05  9.2223592e-05 -1.8262098e-08  2.6842222e-13 
 5.8161453e-05  1.8271959e-04 -3.6182097e-08  1.0525757e-12 
 1.1577300e-04  3.6371156e-04 -7.2022095e-08  4.1694810e-12 
 2.3099608e-04  7.2569534e-04 -1.4370208e-07  1.6597683e-11 
 4.6144225e-04  1.4496616e-03 -2.8706193e-07  6.6231641e-11 
 9.2233460e-04  2.8975834e-03 -5.7378075e-07  2.6460954e-10 
 1.8441193e-03  5.7933420e-03 -1.1472113e-06  1.0578016e-09 
 3.6876887e-03  1.1584179e-02 -2.2940157e-06  4.2298720e-09 
 5.6876887e-03  1.7864598e-02 -3.5380998e-06  1.0061988e-08 
 7.6876887e-03  2.4142196e-02 -4.7821532e-06  1.8382240e-08 
 9.6876887e-03  3.0415981e-02 -6.0261514e-06  2.9190545e-08 
 1.1687689e-02  3.6684963e-02 -7.2700803e-06  4.2486777e-08 
 1.3687689e-02  4.2948153e-02 -8.5139256e-06  5.8270783e-08 
 1.5687689e-02  4.9204560e-02 -9.7576735e-06  7.6542382e-08 
 1.7687689e-02  5.5453198e-02 -1.1001310e-05  9.7301365e-08 
 1.9687689e-02  6.1693078e-02 -1.2244822e-05  1.2054750e-07 
 2.1687689e-02  6.7923217e-02 -1.3488194e-05  1.4628051e-07 
 2.3687689e-02  7.4142630e-02 -1.4731416e-05  1.7450012e-07 
 2.5687689e-02  8.0350335e-02 -1.5974472e-05  2.0520601e-07 
 2.7687689e-02  8.6545351e-02 -1.7217350e-05  2.3839783e-07 
 2.9687689e-02  9.2726701e-02 -1.8460038e-05  2.7407522e-07 
 3.1687689e-02  9.8893409e-02 -1.9702523e-05  3.1223778e-07 
 3.3687689e-02  1.0504450e-01 -2.0944794e-05  3.5288510e-07 
 3.5687689e-02  1.1117900e-01 -2.2186838e-05  3.9601673e-07 
 3.7687689e-02  1.1729595e-01 -2.3428644e-05  4.4163221e-07 
 3.9687689e-02  1.2339437e-01 -2.4670202e-05  4.8973106e-07 
 4.1687689e-02  1.2947331e-01 -2.5911500e-05  5.4031276e-07 
 4.3687689e-02  1.3553181e-01 -2.7152529e-05  5.9337679e-07 
 4.5687689e-02  1.4156890e-01 -2.8393278e-05  6.4892260e-07 
 4.7687689e-02  1.4758364e-01 -2.9633739e-05  7.0694962e-07 
 4.9687689e-02  1.5357507e-01 -3.0873902e-05  7.6745726e-07 
 5.1687689e-02  1.5954225e-01 -3.2113758e-05  8.3044492e-07 
 5.3687689e-02  1.6548423e-01 -3.3353301e-05  8.9591198e-07 
 5.5687689e-02  1.7140009e-01 -3.4592522e-05  9.6385780e-07 
 5.7687689e-02  1.7728888e-01 -3.5831414e-05  1.0342817e-06 
 5.9687689e-02  1.8314967e-01 -3.7069972e-05  1.1071831e-06 
 6.1687689e-02  1.8898154e-01 -3.8308189e-05  1.1825613e-06 
 6.3687689e-02  1.9478357e-01 -3.9546059e-05  1.2604155e-06 
 6.5687689e-02  2.0055484e-01 -4.0783579e-05  1.3407452e-06 
 6.7687689e-02  2.0629444e-01 -4.2020745e-05  1.4235495e-06 
 6.9687689e-02  2.1200146e-01 -4.3257552e-05  1.5088278e-06 
 7.1687689e-02  2.1767501e-01 -4.4493998e-05  1.5965793e-06 
 7.3687689e-02  2.2331418e-01 -4.5730080e-05  1.6868034e-06 
 7.5687689e-02  2.2891809e-01 -4.6965799e-05  1.7794993e-06 
 7.7687689e-02  2.3448585e-01 -4.8201151e-05  1.8746662e-06 
 7.9687689e-02  2.4001658e-01 -4.9436138e-05  1.9723035e-06 
 8.1687689e-02  2.4550941e-01 -5.0670760e-05  2.0724104e-06 
 8.3687689e-02  2.5096347e-01 -5.1905018e-05  2.1749862e-06 
 8.5687689e-02  2.5637791e-01 -5.3138914e-05  2.2800301e-06 
 8.7687689e-02  2.6175185e-01 -5.4372452e-05  2.3875415e-06 
 8.9687689e-02  2.6708447e-01 -5.5605634e-05  2.4975196e-06 
 9.1687689e-02  2.7237490e-01 -5.6838465e-05  2.6099637e-06 
 9.3687689e-02  2.7762233e-01 -5.8070950e-05  2.7248731e-06 
 9.5687689e-02  2.8282592e-01 -5.9303095e-05  2.8422472e-06 
 9.7687689e-02  2.8798484e-01 -6.0534907e-05  2.9620852e-06 
 9.9687689e-02  2.9309829e-01 -6.1766393e-05  3.0843865e-06 
 1.0168769e-01  2.9816545e-01 -6.2997561e-05  3.2091504e-06 
 1.0368769e-01  3.0318554e-01 -6.4228421e-05  3.3363764e-06 
 1.0568769e-01  3.0815774e-01 -6.5458983e-05  3.4660638e-06 
 1.0768769e-01  3.1308128e-01 -6.6689257e-05  3.5982120e-06 
 1.0968769e-01  3.1795539e-01 -6.7919255e-05  3.7328205e-06 
 1.1168769e-01  3.2277928e-01 -6.9148990e-05  3.8698888e-06 
 1.1368769e-01  3.2755221e-01 -7.0378475e-05  4.0094163e-06 
 1.1568769e-01  3.3227341e-01 -7.1607724e-05  4.1514025e-06 
 1.1768769e-01  3.3694214e-01 -7.2836752e-05  4.2958469e-06 
 1.1968769e-01  3.4155766e-01 -7.4065575e-05  4.4427493e-06 
 1.2168769e-01  3.4611925e-01 -7.5294211e-05  4.5921090e-06 
 1.2368769e-01  3.5062618e-01 -7.6522676e-05  4.7439259e-06 
 1.2568769e-01  3.5507775e-01 -7.7750989e-05  4.8981996e-06 
 1.2768769e-01  3.5947324e-01 -7.8979170e-05  5.0549298e-06 
 1.2968769e-01  3.6381197e-01 -8.0207239e-05  5.2141162e-06 
 1.3168769e-01  3.6809324e-01 -8.1435217e-05  5.3757586e-06 
 1.3368769e-01  3.7231639e-01 -8.2663125e-05  5.5398570e-06 
 1.3568769e-01  3.7648075e-01 -8.3890988e-05  5.7064111e-06 
 1.3768769e-01  3.8058566e-01 -8.5118827e-05  5.8754209e-06 
 1.3968769e-01  3.8463047e-01 -8.6346668e-05  6.0468864e-06 
 1.4168769e-01  3.8861454e-01 -8.7574536e-05  6.2208076e-06 
 1.4368769e-01  3.9253724e-01 -8.8802457e-05  6.3971846e-06 
 1.4568769e-01  3.9639796e-01 -9.0030457e-05  6.5760175e-06 
 1.4768769e-01  4.0019608e-01 -9.1258565e-05  6.7573065e-06 
 1.4968769e-01  4.0393101e-01 -9.2486808e-05  6.9410519e-06 
 1.5168769e-01  4.0760215e-01 -9.3715216e-05  7.1272539e-06 
 1.5368769e-01  4.1120893e-01 -9.4943818e-05  7.3159129e-06 
 1.5568769e-01  4.1475077e-01 -9.6172644e-05  7.5070294e-06 
 1.5768769e-01  4.1822712e-01 -9.7401727e-05  7.7006038e-06 
 1.5968769e-01  4.2163742e-01 -9.8631096e-05  7.8966366e-06 
 1.6168769e-01  4.2498114e-01 -9.9860786e-05  8.0951285e-06 
 1.6368769e-01  4.2825776e-01 -1.0109083e-04  8.2960801e-06 
 1.6568769e-01  4.3146674e-01 -1.0232126e-04  8.4994922e-06 
 1.6768769e-01  4.3460760e-01 -1.0355210e-04  8.7053655e-06 
 1.6968769e-01  4.3767982e-01 -1.0478341e-04  8.9137011e-06 
 1.7168769e-01  4.4068293e-01 -1.0601520e-04  9.1244997e-06 
 1.7368769e-01  4.4361645e-01 -1.0724751e-04  9.3377624e-06 
 1.7568769e-01  4.4647992e-01 -1.0848039e-04  9.5534903e-06 
 1.7768769e-01  4.4927288e-01 -1.0971385e-04  9.7716845e-06 
 1.7968769e-01  4.5199490e-01 -1.1094795e-04  9.9923463e-06 
 1.8168769e-01  4.5464554e-01 -1.1218272e-04  1.0215477e-05 
 1.8368769e-01  4.5722439e-01 -1.1341819e-04  1.0441078e-05 
 1.8568769e-01  4.5973104e-01 -1.1465440e-04  1.0669150e-05 
 1.8768769e-01  4.6216509e-01 -1.1589139e-04  1.0899696e-05 
 1.8968769e-01  4.6452616e-01 -1.1712918e-04  1.1132717e-05 
 1.9168769e-01  4.6681388e-01 -1.1836782e-04  1.1368214e-05 
 1.9368769e-01  4.6902788e-01 -1.1960735e-04  1.1606189e-05 
 1.9568769e-01  4.7116781e-01 -1.2084779e-04  1.1846644e-05 
 1.9768769e-01  4.7323335e-01 -1.2208918e-04  1.2089581e-05 
 1.9968769e-01  4.7522415e-01 -1.2333156e-04  1.2335002e-05 
 2.0168769e-01  4.7713991e-01 -1.2457496e-04  1.2582908e-05 
 2.0368769e-01  4.7898032e-01 -1.2581941e-04  1.2833303e-05 
 2.0568769e-01  4.8074510e-01 -1.2706494e-04  1.3086187e-05 
 2.0768769e-01  4.8243396e-01 -1.2831159e-04  1.3341564e-05 
 2.0968769e-01  4.8404664e-01 -1.2955937e-04  1.3599435e-05 
 2.1168769e-01  4.8558289e-01 -1.3080833e-04  1.3859802e-05 
 2.1368769e-01  4.8704245e-01 -1.3205848e-04  1.4122669e-05 
 2.1568769e-01  4.8842511e-01 -1.3330986e-04  1.4388037e-05 
 2.1768769e-01  4.8973064e-01 -1.3456248e-04  1.4655910e-05 
 2.1968769e-01  4.9095883e-01 -1.3581636e-04  1.4926289e-05 
 2.2168769e-01  4.9210949e-01 -1.3707153e-04  1.5199177e-05 
 2.2368769e-01  4.9318245e-01 -1.3832799e-04  1.5474576e-05 
 2.2568769e-01  4.9417753e-01 -1.3958577e-04  1.5752490e-05 
 2.2768769e-01  4.9509457e-01 -1.4084488e-04  1.6032920e-05 
 2.2968769e-01  4.9593342e-01 -1.4210531e-04  1.6315871e-05 
 2.3168769e-01  4.9669397e-01 -1.4336709e-04  1.6601343e-05 
 2.3368769e-01  4.9737608e-01 -1.4463020e-04  1.6889340e-05 
 2.3568769e-01  4.9797965e-01 -1.4589464e-04  1.7179865e-05 
 2.3768769e-01  4.9850458e-01 -1.4716041e-04  1.7472920e-05 
 2.3968769e-01  4.9895080e-01 -1.4842750e-04  1.7768508e-05 
 2.4168769e-01  4.9931822e-01 -1.4969589e-04  1.8066632e-05 
 2.4368769e-01  4.9960679e-01 -1.5096556e-04  1.8367293e-05 
 2.4568769e-01  4.9981648e-01 -1.5223648e-04  1.8670495e-05 
 2.4768769e-01  4.9994723e-01 -1.5350863e-04  1.8976240e-05 
 2.4968769e-01  4.9999904e-01 -1.5478195e-04  1.9284531e-05 
 2.5168769e-01  4.9997189e-01 -1.5605641e-04  1.9595369e-05 
 2.5368769e-01  4.9986579e-01 -1.5733196e-04  1.9908757e-05 
 2.5568769e-01  4.9968075e-01 -1.5860853e-04  2.0224698e-05 
 2.5768769e-01  4.9941681e-01 -1.5988605e-04  2.0543193e-05 
 2.5968769e-01  4.9907401e-01 -1.6116446e-04  2.0864243e-05 
 2.6168769e-01  4.9865240e-01 -1.6244367e-04  2.1187851e-05 
 2.6368769e-01  4.9815204e-01 -1.6372358e-04  2.1514018e-05 
 2.6568769e-01  4.9757302e-01 -1.6500408e-04  2.1842746e-05 
 2.6768769e-01  4.9691543e-01 -1.6628507e-04  2.2174035e-05 
 2.6968769e-01  4.9617937e-01 -1.6756641e-04  2.2507887e-05 
 2.7168769e-01  4.9536495e-01 -1.6884797e-04  2.2844301e-05 
 2.7368769e-01  4.9447232e-01 -1.7012959e-04  2.3183279e-05 
 2.7568769e-01  4.9350159e-01 -1.7141112e-04  2.3524819e-05 
 2.7768769e-01  4.9245294e-01 -1.7269236e-04  2.3868923e-05 
 2.7968769e-01  4.9132653e-01 -1.7397313e-04  2.4215588e-05 
 2.8168769e-01  4.9012253e-01 -1.7525322e-04  2.4564815e-05 
 2.8368769e-01  4.8884113e-01 -1.7653240e-04  2.4916600e-05 
 2.8568769e-01  4.8748254e-01 -1.7781041e-04  2.5270943e-05 
 2.8768769e-01  4.8604697e-01 -1.7908701e-04  2.5627840e-05 
 2.8968769e-01  4.8453465e-01 -1.8036191e-04  2.5987289e-05 
 2.9168769e-01  4.8294582e-01 -1.8163480e-04  2.6349286e-05 
 2.9368769e-01  4.8128072e-01 -1.8290535e-04  2.6713826e-05 
 2.9568769e-01  4.7953962e-01 -1.8417321e-04  2.7080905e-05 
 2.9768769e-01  4.7772280e-01 -1.8543802e-04  2.7450516e-05 
 2.9968769e-01  4.7583054e-01 -1.8669936e-04  2.7822653e-05 
 3.0168769e-01  4.7386314e-01 -1.8795682e-04  2.8197310e-05 
 3.0368769e-01  4.7182091e-01 -1.8920993e-04  2.8574476e-05 
 3.0568769e-01  4.6970417e-01 -1.9045821e-04  2.8954144e-05 
 3.0768769e-01  4.6751327e-01 -1.9170114e-04  2.9336304e-05 
 3.0968769e-01  4.6524853e-01 -1.9293818e-04  2.9720943e-05 
 3.1168769e-01  4.6291033e-01 -1.9416872e-04  3.0108050e-05 
 3.1368769e-01  4.6049904e-01 -1.9539216e-04  3.0497611e-05 
 3.1568769e-01  4.5801502e-01 -1.9660783e-04  3.0889611e-05 
 3.1768769e-01  4.5545868e-01 -1.9781502e-04  3.1284034e-05 
 3.1968769e-01  4.5283041e-01 -1.9901300e-04  3.1680862e-05 
 3.2168769e-01  4.5013064e-01 -2.0020097e-04  3.2080076e-05 
 3.2368769e-01  4.4735978e-01 -2.0137811e-04  3.2481655e-05 
 3.2568769e-01  4.4451829e-01 -2.0254352e-04  3.2885576e-05 
 3.2768769e-01  4.4160660e-01 -2.0369627e-04  3.3291816e-05 
 3.2968769e-01  4.3862517e-01 -2.0483537e-04  3.3700348e-05 
 3.3168769e-01  4.3557448e-01 -2.0595979e-04  3.4111143e-05 
 3.3368769e-01  4.3245501e-01 -2.0706841e-04  3.4524171e-05 
 3.3568769e-01  4.2926725e-01 -2.0816009e-04  3.4939400e-05 
 3.3768769e-01  4.2601170e-01 -2.0923358e-04  3.5356793e-05 
 3.3968769e-01  4.2268888e-01 -2.1028760e-04  3.5776315e-05 
 3.4168769e-01  4.1929931e-01 -2.1132079e-04  3.6197923e-05 
 3.4368769e-01  4.1584353e-01 -2.1233171e-04  3.6621575e-05 
 3.4568769e-01  4.1232208e-01 -2.1331887e-04  3.7047226e-05 
 3.4768769e-01  4.0873553e-01 -2.1428069e-04  3.7474826e-05 
 3.4968769e-01  4.0508443e-01 -2.1521549e-04  3.7904322e-05 
 3.5168769e-01  4.0136936e-01 -2.1612153e-04  3.8335659e-05 
 3.5368769e-01  3.9759091e-01 -2.1699698e-04  3.8768777e-05 
 3.5568769e-01  3.9374967e-01 -2.1783994e-04  3.9203614e-05 
 3.5768769e-01  3.8984626e-01 -2.1864837e-04  3.9640103e-05 
 3.5968769e-01  3.8588129e-01 -2.1942019e-04  4.0078171e-05 
 3.6168769e-01  3.8185538e-01 -2.2015320e-04  4.0517745e-05 
 3.6368769e-01  3.7776918e-01 -2.2084508e-04  4.0958743e-05 
 3.6568769e-01  3.7362332e-01 -2.2149345e-04  4.1401081e-05 
 3.6768769e-01  3.6941845e-01 -2.2209579e-04  4.1844671e-05 
 3.6968769e-01  3.6515526e-01 -2.2264951e-04  4.2289416e-05 
 3.7168769e-01  3.6083440e-01 -2.2315187e-04  4.2735217e-05 
 3.7368769e-01  3.5645656e-01 -2.2360005e-04  4.3181969e-05 
 3.7568769e-01  3.5202243e-01 -2.2399111e-04  4.3629560e-05 
 3.7768769e-01  3.4753272e-01 -2.2432201e-04  4.4077873e-05 
 3.7968769e-01  3.4298812e-01 -2.2458956e-04  4.4526785e-05 
 3.8168769e-01  3.3838937e-01 -2.2479050e-04  4.4976165e-05 
 3.8368769e-01  3.3373718e-01 -2.2492144e-04  4.5425877e-05 
 3.8568769e-01  3.2903228e-01 -2.2497886e-04  4.5875777e-05 
 3.8768769e-01  3.2427543e-01 -2.2495917e-04  4.6325715e-05 
 3.8968769e-01  3.1946737e-01 -2.2485862e-04  4.6775533e-05 
 3.9168769e-01  3.1460887e-01 -2.2467340e-04  4.7225065e-05 
 3.9368769e-01  3.0970068e-01 -2.2439957e-04  4.7674138e-05 
 3.9568769e-01  3.0474359e-01 -2.2403310e-04  4.8122571e-05 
 3.9768769e-01  2.9973838e-01 -2.2356986e-04  4.8570174e-05 
 3.9968769e-01  2.9468583e-01 -2.2300564e-04  4.9016749e-05 
 4.0168769e-01  2.8958675e-01 -2.2233615e-04  4.9462091e-05 
 4.0368769e-01  2.8444194e-01 -2.2155702e-04  4.9905984e-05 
 4.0568769e-01  2.7925221e-01 -2.2066383e-04  5.0348205e-05 
 4.0768769e-01  2.7401839e-01 -2.1965209e-04  5.0788521e-05 
 4.0968769e-01  2.6874130e-01 -2.1851730e-04  5.1226690e-05 
 4.1168769e-01  2.6342177e-01 -2.1725491e-04  5.1662463e-05 
 4.1368769e-01  2.5806064e-01 -2.1586037e-04  5.2095578e-05 
 4.1568769e-01  2.5265876e-01 -2.1432913e-04  5.2525767e-05 
 4.1768769e-01  2.4721698e-01 -2.1265667e-04  5.2952753e-05 
 4.1968769e-01  2.4173617e-01 -2.1083851e-04  5.3376248e-05 
 4.2168769e-01  2.3621718e-01 -2.0887023e-04  5.3795957e-05 
 4.2368769e-01  2.3066089e-01 -2.0674752e-04  5.4211575e-05 
 4.2568769e-01  2.2506817e-01 -2.0446615e-04  5.4622789e-05 
 4.2768769e-01  2.1943992e-01 -2.0202206e-04  5.5029277e-05 
 4.2968769e-01  2.1377701e-01 -1.9941131e-04  5.5430710e-05 
 4.3168769e-01  2.0808035e-01 -1.9663020e-04  5.5826752e-05 
 4.3368769e-01  2.0235082e-01 -1.9367523e-04  5.6217057e-05 
 4.3568769e-01  1.9658935e-01 -1.9054314e-04  5.6601275e-05 
 4.3768769e-01  1.9079683e-01 -1.8723098e-04  5.6979050e-05 
 4.3968769e-01  1.8497418e-01 -1.8373609e-04  5.7350017e-05 
 4.4168769e-01  1.7912232e-01 -1.8005618e-04  5.7713809e-05 
 4.4368769e-01  1.7324217e-01 -1.7618932e-04  5.8070054e-05 
 4.4568769e-01  1.6733467e-01 -1.7213402e-04  5.8418378e-05 
 4.4768769e-01  1.6140075e-01 -1.6788920e-04  5.8758401e-05 
 4.4968769e-01  1.5544133e-01 -1.6345430e-04  5.9089744e-05 
 4.5168769e-01  1.4945737e-01 -1.5882923e-04  5.9412028e-05 
 4.5368769e-01  1.4344981e-01 -1.5401445e-04  5.9724872e-05 
 4.5568769e-01  1.3741960e-01 -1.4901100e-04  6.0027897e-05 
 4.5768769e-01  1.3136769e-01 -1.4382047e-04  6.0320729e-05 
 4.5968769e-01  1.2529503e-01 -1.3844509e-04  6.0602994e-05 
 4.6168769e-01  1.1920259e-01 -1.3288771e-04  6.0874327e-05 
 4.6368769e-01  1.1309133e-01 -1.2715183e-04  6.1134366e-05 
 4.6568769e-01  1.0696220e-01 -1.2124161e-04  6.1382760e-05 
 4.6768769e-01  1.0081619e-01 -1.1516185e-04  6.1619163e-05 
 4.6968769e-01  9.4654252e-02 -1.0891804e-04  6.1843243e-05 
 4.7168769e-01  8.8477371e-02 -1.0251635e-04  6.2054678e-05 
 4.7368769e-01  8.2286517e-02 -9.5963567e-05  6.2253157e-05 
