time,v(1),i(V1),v(X0.q)
9.6442800e-01,-4.4329850e-01,-1.1256419e-06,-4.3113806e-08
9.6452800e-01,-4.4207304e-01,-1.1263372e-06,-4.3001208e-08
9.6462800e-01,-4.4084740e-01,-1.1270333e-06,-4.2888539e-08
9.6472800e-01,-4.3962158e-01,-1.1277255e-06,-4.2775801e-08
9.6482800e-01,-4.3839559e-01,-1.1284184e-06,-4.2662994e-08
9.6492800e-01,-4.3716943e-01,-1.1291075e-06,-4.2550118e-08
9.6502800e-01,-4.3594309e-01,-1.1297974e-06,-4.2437172e-08
9.6512800e-01,-4.3471658e-01,-1.1304834e-06,-4.2324158e-08
9.6522800e-01,-4.3348991e-01,-1.1311701e-06,-4.2211076e-08
9.6532800e-01,-4.3226306e-01,-1.1318530e-06,-4.2097924e-08
9.6542800e-01,-4.3103603e-01,-1.1325366e-06,-4.1984705e-08
9.6552800e-01,-4.2980884e-01,-1.1332163e-06,-4.1871417e-08
9.6562800e-01,-4.2858148e-01,-1.1338968e-06,-4.1758062e-08
9.6572800e-01,-4.2735395e-01,-1.1345734e-06,-4.1644638e-08
9.6582800e-01,-4.2612625e-01,-1.1352507e-06,-4.1531147e-08
9.6592800e-01,-4.2489839e-01,-1.1359241e-06,-4.1417588e-08
9.6602800e-01,-4.2367035e-01,-1.1365983e-06,-4.1303962e-08
9.6612800e-01,-4.2244215e-01,-1.1372685e-06,-4.1190269e-08
9.6622800e-01,-4.2121378e-01,-1.1379395e-06,-4.1076508e-08
9.6632800e-01,-4.1998525e-01,-1.1386065e-06,-4.0962681e-08
9.6642800e-01,-4.1875655e-01,-1.1392743e-06,-4.0848787e-08
9.6652800e-01,-4.1752768e-01,-1.1399381e-06,-4.0734826e-08
9.6662800e-01,-4.1629865e-01,-1.1406027e-06,-4.0620799e-08
9.6672800e-01,-4.1506946e-01,-1.1412633e-06,-4.0506706e-08
9.6682800e-01,-4.1384010e-01,-1.1419247e-06,-4.0392547e-08
9.6692800e-01,-4.1261057e-01,-1.1425821e-06,-4.0278321e-08
9.6702800e-01,-4.1138089e-01,-1.1432402e-06,-4.0164030e-08
9.6712800e-01,-4.1015104e-01,-1.1438944e-06,-4.0049673e-08
9.6722800e-01,-4.0892103e-01,-1.1445492e-06,-3.9935251e-08
9.6732800e-01,-4.0769086e-01,-1.1452001e-06,-3.9820764e-08
9.6742800e-01,-4.0646053e-01,-1.1458518e-06,-3.9706211e-08
9.6752800e-01,-4.0523004e-01,-1.1464994e-06,-3.9591594e-08
9.6762800e-01,-4.0399938e-01,-1.1471478e-06,-3.9476911e-08
9.6772800e-01,-4.0276857e-01,-1.1477921e-06,-3.9362164e-08
9.6782800e-01,-4.0153760e-01,-1.1484372e-06,-3.9247353e-08
9.6792800e-01,-4.0030647e-01,-1.1490783e-06,-3.9132477e-08
9.6802800e-01,-3.9907518e-01,-1.1497201e-06,-3.9017537e-08
9.6812800e-01,-3.9784374e-01,-1.1503579e-06,-3.8902533e-08
9.6822800e-01,-3.9661214e-01,-1.1509963e-06,-3.8787466e-08
9.6832800e-01,-3.9538038e-01,-1.1516308e-06,-3.8672334e-08
9.6842800e-01,-3.9414846e-01,-1.1522660e-06,-3.8557139e-08
9.6852800e-01,-3.9291639e-01,-1.1528971e-06,-3.8441881e-08
9.6862800e-01,-3.9168417e-01,-1.1535289e-06,-3.8326560e-08
9.6872800e-01,-3.9045179e-01,-1.1541568e-06,-3.8211176e-08
9.6882800e-01,-3.8921925e-01,-1.1547852e-06,-3.8095729e-08
9.6892800e-01,-3.8798657e-01,-1.1554097e-06,-3.7980219e-08
9.6902800e-01,-3.8675373e-01,-1.1560348e-06,-3.7864647e-08
9.6912800e-01,-3.8552073e-01,-1.1566560e-06,-3.7749012e-08
9.6922800e-01,-3.8428759e-01,-1.1572777e-06,-3.7633315e-08
9.6932800e-01,-3.8305429e-01,-1.1578955e-06,-3.7517557e-08
9.6942800e-01,-3.8182084e-01,-1.1585138e-06,-3.7401736e-08
9.6952800e-01,-3.8058724e-01,-1.1591282e-06,-3.7285854e-08
9.6962800e-01,-3.7935349e-01,-1.1597432e-06,-3.7169911e-08
9.6972800e-01,-3.7811959e-01,-1.1603542e-06,-3.7053906e-08
9.6982800e-01,-3.7688554e-01,-1.1609658e-06,-3.6937840e-08
9.6992800e-01,-3.7565134e-01,-1.1615733e-06,-3.6821713e-08
9.7002800e-01,-3.7441700e-01,-1.1621815e-06,-3.6705525e-08
9.7012800e-01,-3.7318250e-01,-1.1627857e-06,-3.6589277e-08
9.7022800e-01,-3.7194786e-01,-1.1633904e-06,-3.6472968e-08
9.7032800e-01,-3.7071307e-01,-1.1639911e-06,-3.6356599e-08
9.7042800e-01,-3.6947814e-01,-1.1645924e-06,-3.6240170e-08
9.7052800e-01,-3.6824306e-01,-1.1651897e-06,-3.6123680e-08
9.7062800e-01,-3.6700783e-01,-1.1657876e-06,-3.6007132e-08
9.7072800e-01,-3.6577246e-01,-1.1663814e-06,-3.5890523e-08
9.7082800e-01,-3.6453695e-01,-1.1669758e-06,-3.5773855e-08
9.7092800e-01,-3.6330129e-01,-1.1675662e-06,-3.5657128e-08
9.7102800e-01,-3.6206549e-01,-1.1681571e-06,-3.5540342e-08
9.7112800e-01,-3.6082954e-01,-1.1687440e-06,-3.5423497e-08
9.7122800e-01,-3.5959346e-01,-1.1693314e-06,-3.5306593e-08
9.7132800e-01,-3.5835723e-01,-1.1699148e-06,-3.5189631e-08
9.7142800e-01,-3.5712085e-01,-1.1704988e-06,-3.5072610e-08
9.7152800e-01,-3.5588434e-01,-1.1710787e-06,-3.4955531e-08
9.7162800e-01,-3.5464769e-01,-1.1716591e-06,-3.4838394e-08
9.7172800e-01,-3.5341090e-01,-1.1722355e-06,-3.4721200e-08
9.7182800e-01,-3.5217397e-01,-1.1728125e-06,-3.4603947e-08
9.7192800e-01,-3.5093689e-01,-1.1733853e-06,-3.4486637e-08
9.7202800e-01,-3.4969969e-01,-1.1739587e-06,-3.4369270e-08
9.7212800e-01,-3.4846234e-01,-1.1745281e-06,-3.4251846e-08
9.7222800e-01,-3.4722485e-01,-1.1750979e-06,-3.4134365e-08
9.7232800e-01,-3.4598723e-01,-1.1756637e-06,-3.4016826e-08
9.7242800e-01,-3.4474947e-01,-1.1762300e-06,-3.3899232e-08
9.7252800e-01,-3.4351158e-01,-1.1767923e-06,-3.3781581e-08
9.7262800e-01,-3.4227355e-01,-1.1773550e-06,-3.3663873e-08
9.7272800e-01,-3.4103538e-01,-1.1779137e-06,-3.3546110e-08
9.7282800e-01,-3.3979708e-01,-1.1784729e-06,-3.3428291e-08
9.7292800e-01,-3.3855865e-01,-1.1790280e-06,-3.3310415e-08
9.7302800e-01,-3.3732008e-01,-1.1795836e-06,-3.3192485e-08
9.7312800e-01,-3.3608138e-01,-1.1801351e-06,-3.3074499e-08
9.7322800e-01,-3.3484254e-01,-1.1806871e-06,-3.2956458e-08
9.7332800e-01,-3.3360358e-01,-1.1812350e-06,-3.2838362e-08
9.7342800e-01,-3.3236448e-01,-1.1817834e-06,-3.2720211e-08
9.7352800e-01,-3.3112525e-01,-1.1823277e-06,-3.2602005e-08
9.7362800e-01,-3.2988589e-01,-1.1828725e-06,-3.2483745e-08
9.7372800e-01,-3.2864640e-01,-1.1834132e-06,-3.2365431e-08
9.7382800e-01,-3.2740678e-01,-1.1839544e-06,-3.2247063e-08
9.7392800e-01,-3.2616703e-01,-1.1844914e-06,-3.2128640e-08
9.7402800e-01,-3.2492715e-01,-1.1850290e-06,-3.2010164e-08
9.7412800e-01,-3.2368715e-01,-1.1855624e-06,-3.1891635e-08
9.7422800e-01,-3.2244701e-01,-1.1860963e-06,-3.1773052e-08
9.7432800e-01,-3.2120675e-01,-1.1866260e-06,-3.1654416e-08
9.7442800e-01,-3.1996636e-01,-1.1871562e-06,-3.1535727e-08
9.7452800e-01,-3.1872585e-01,-1.1876823e-06,-3.1416985e-08
9.7462800e-01,-3.1748521e-01,-1.1882089e-06,-3.1298190e-08
9.7472800e-01,-3.1624444e-01,-1.1887313e-06,-3.1179343e-08
9.7482800e-01,-3.1500355e-01,-1.1892542e-06,-3.1060444e-08
9.7492800e-01,-3.1376254e-01,-1.1897729e-06,-3.0941492e-08
9.7502800e-01,-3.1252140e-01,-1.1902921e-06,-3.0822489e-08
9.7512800e-01,-3.1128014e-01,-1.1908072e-06,-3.0703434e-08
9.7522800e-01,-3.1003875e-01,-1.1913227e-06,-3.0584328e-08
9.7532800e-01,-3.0879724e-01,-1.1918340e-06,-3.0465170e-08
9.7542800e-01,-3.0755562e-01,-1.1923458e-06,-3.0345961e-08
9.7552800e-01,-3.0631387e-01,-1.1928534e-06,-3.0226701e-08
9.7562800e-01,-3.0507199e-01,-1.1933615e-06,-3.0107390e-08
9.7572800e-01,-3.0383000e-01,-1.1938654e-06,-2.9988029e-08
9.7582800e-01,-3.0258789e-01,-1.1943698e-06,-2.9868617e-08
9.7592800e-01,-3.0134566e-01,-1.1948699e-06,-2.9749155e-08
9.7602800e-01,-3.0010331e-01,-1.1953705e-06,-2.9629643e-08
9.7612800e-01,-2.9886084e-01,-1.1958670e-06,-2.9510081e-08
9.7622800e-01,-2.9761825e-01,-1.1963638e-06,-2.9390470e-08
9.7632800e-01,-2.9637555e-01,-1.1968565e-06,-2.9270809e-08
9.7642800e-01,-2.9513273e-01,-1.1973496e-06,-2.9151098e-08
9.7652800e-01,-2.9388979e-01,-1.1978385e-06,-2.9031339e-08
9.7662800e-01,-2.9264674e-01,-1.1983278e-06,-2.8911531e-08
9.7672800e-01,-2.9140357e-01,-1.1988130e-06,-2.8791674e-08
9.7682800e-01,-2.9016028e-01,-1.1992985e-06,-2.8671768e-08
9.7692800e-01,-2.8891688e-01,-1.1997799e-06,-2.8551814e-08
9.7702800e-01,-2.8767337e-01,-1.2002616e-06,-2.8431812e-08
9.7712800e-01,-2.8642974e-01,-1.2007392e-06,-2.8311762e-08
9.7722800e-01,-2.8518600e-01,-1.2012172e-06,-2.8191664e-08
9.7732800e-01,-2.8394215e-01,-1.2016909e-06,-2.8071519e-08
9.7742800e-01,-2.8269819e-01,-1.2021651e-06,-2.7951326e-08
9.7752800e-01,-2.8145411e-01,-1.2026350e-06,-2.7831086e-08
9.7762800e-01,-2.8020992e-01,-1.2031054e-06,-2.7710799e-08
9.7772800e-01,-2.7896563e-01,-1.2035715e-06,-2.7590465e-08
9.7782800e-01,-2.7772122e-01,-1.2040380e-06,-2.7470085e-08
9.7792800e-01,-2.7647670e-01,-1.2045003e-06,-2.7349658e-08
9.7802800e-01,-2.7523207e-01,-1.2049630e-06,-2.7229185e-08
9.7812800e-01,-2.7398734e-01,-1.2054215e-06,-2.7108665e-08
9.7822800e-01,-2.7274250e-01,-1.2058803e-06,-2.6988100e-08
9.7832800e-01,-2.7149755e-01,-1.2063349e-06,-2.6867489e-08
9.7842800e-01,-2.7025249e-01,-1.2067899e-06,-2.6746833e-08
9.7852800e-01,-2.6900732e-01,-1.2072407e-06,-2.6626132e-08
9.7862800e-01,-2.6776205e-01,-1.2076918e-06,-2.6505385e-08
9.7872800e-01,-2.6651667e-01,-1.2081387e-06,-2.6384594e-08
9.7882800e-01,-2.6527119e-01,-1.2085859e-06,-2.6263757e-08
9.7892800e-01,-2.6402561e-01,-1.2090289e-06,-2.6142877e-08
9.7902800e-01,-2.6277991e-01,-1.2094723e-06,-2.6021951e-08
9.7912800e-01,-2.6153412e-01,-1.2099114e-06,-2.5900982e-08
9.7922800e-01,-2.6028822e-01,-1.2103509e-06,-2.5779969e-08
9.7932800e-01,-2.5904222e-01,-1.2107861e-06,-2.5658912e-08
9.7942800e-01,-2.5779612e-01,-1.2112217e-06,-2.5537812e-08
9.7952800e-01,-2.5654991e-01,-1.2116531e-06,-2.5416668e-08
9.7962800e-01,-2.5530361e-01,-1.2120847e-06,-2.5295481e-08
9.7972800e-01,-2.5405720e-01,-1.2125122e-06,-2.5174251e-08
9.7982800e-01,-2.5281069e-01,-1.2129399e-06,-2.5052979e-08
9.7992800e-01,-2.5156409e-01,-1.2133634e-06,-2.4931664e-08
9.8002800e-01,-2.5031738e-01,-1.2137873e-06,-2.4810306e-08
9.8012800e-01,-2.4907057e-01,-1.2142068e-06,-2.4688906e-08
9.8022800e-01,-2.4782367e-01,-1.2146267e-06,-2.4567465e-08
9.8032800e-01,-2.4657667e-01,-1.2150424e-06,-2.4445981e-08
9.8042800e-01,-2.4532957e-01,-1.2154583e-06,-2.4324456e-08
9.8052800e-01,-2.4408238e-01,-1.2158700e-06,-2.4202890e-08
9.8062800e-01,-2.4283508e-01,-1.2162820e-06,-2.4081282e-08
9.8072800e-01,-2.4158770e-01,-1.2166898e-06,-2.3959634e-08
9.8082800e-01,-2.4034021e-01,-1.2170978e-06,-2.3837944e-08
9.8092800e-01,-2.3909263e-01,-1.2175016e-06,-2.3716214e-08
9.8102800e-01,-2.3784496e-01,-1.2179057e-06,-2.3594444e-08
9.8112800e-01,-2.3659720e-01,-1.2183055e-06,-2.3472633e-08
9.8122800e-01,-2.3534934e-01,-1.2187056e-06,-2.3350783e-08
9.8132800e-01,-2.3410138e-01,-1.2191014e-06,-2.3228892e-08
9.8142800e-01,-2.3285334e-01,-1.2194976e-06,-2.3106963e-08
9.8152800e-01,-2.3160520e-01,-1.2198894e-06,-2.2984993e-08
9.8162800e-01,-2.3035697e-01,-1.2202815e-06,-2.2862985e-08
9.8172800e-01,-2.2910865e-01,-1.2206694e-06,-2.2740937e-08
9.8182800e-01,-2.2786024e-01,-1.2210575e-06,-2.2618851e-08
9.8192800e-01,-2.2661174e-01,-1.2214414e-06,-2.2496726e-08
9.8202800e-01,-2.2536316e-01,-1.2218255e-06,-2.2374562e-08
9.8212800e-01,-2.2411448e-01,-1.2222053e-06,-2.2252361e-08
9.8222800e-01,-2.2286571e-01,-1.2225855e-06,-2.2130121e-08
9.8232800e-01,-2.2161686e-01,-1.2229613e-06,-2.2007844e-08
9.8242800e-01,-2.2036791e-01,-1.2233374e-06,-2.1885529e-08
9.8252800e-01,-2.1911889e-01,-1.2237092e-06,-2.1763177e-08
9.8262800e-01,-2.1786977e-01,-1.2240812e-06,-2.1640787e-08
9.8272800e-01,-2.1662057e-01,-1.2244490e-06,-2.1518361e-08
9.8282800e-01,-2.1537128e-01,-1.2248170e-06,-2.1395897e-08
9.8292800e-01,-2.1412191e-01,-1.2251807e-06,-2.1273398e-08
9.8302800e-01,-2.1287245e-01,-1.2255447e-06,-2.1150861e-08
9.8312800e-01,-2.1162291e-01,-1.2259044e-06,-2.1028289e-08
9.8322800e-01,-2.1037329e-01,-1.2262643e-06,-2.0905680e-08
9.8332800e-01,-2.0912358e-01,-1.2266199e-06,-2.0783036e-08
9.8342800e-01,-2.0787379e-01,-1.2269758e-06,-2.0660356e-08
9.8352800e-01,-2.0662392e-01,-1.2273274e-06,-2.0537641e-08
9.8362800e-01,-2.0537396e-01,-1.2276792e-06,-2.0414891e-08
9.8372800e-01,-2.0412393e-01,-1.2280267e-06,-2.0292106e-08
9.8382800e-01,-2.0287381e-01,-1.2283744e-06,-2.0169286e-08
9.8392800e-01,-2.0162362e-01,-1.2287178e-06,-2.0046431e-08
9.8402800e-01,-2.0037334e-01,-1.2290615e-06,-1.9923542e-08
9.8412800e-01,-1.9912299e-01,-1.2294008e-06,-1.9800619e-08
9.8422800e-01,-1.9787256e-01,-1.2297403e-06,-1.9677662e-08
9.8432800e-01,-1.9662205e-01,-1.2300756e-06,-1.9554671e-08
9.8442800e-01,-1.9537146e-01,-1.2304110e-06,-1.9431647e-08
9.8452800e-01,-1.9412079e-01,-1.2307422e-06,-1.9308589e-08
9.8462800e-01,-1.9287005e-01,-1.2310735e-06,-1.9185498e-08
9.8472800e-01,-1.9161923e-01,-1.2314006e-06,-1.9062375e-08
9.8482800e-01,-1.9036834e-01,-1.2317278e-06,-1.8939218e-08
9.8492800e-01,-1.8911737e-01,-1.2320507e-06,-1.8816029e-08
9.8502800e-01,-1.8786633e-01,-1.2323739e-06,-1.8692808e-08
9.8512800e-01,-1.8661521e-01,-1.2326927e-06,-1.8569555e-08
9.8522800e-01,-1.8536402e-01,-1.2330117e-06,-1.8446269e-08
9.8532800e-01,-1.8411275e-01,-1.2333264e-06,-1.8322953e-08
9.8542800e-01,-1.8286142e-01,-1.2336413e-06,-1.8199604e-08
9.8552800e-01,-1.8161001e-01,-1.2339518e-06,-1.8076224e-08
9.8562800e-01,-1.8035852e-01,-1.2342626e-06,-1.7952814e-08
9.8572800e-01,-1.7910697e-01,-1.2345690e-06,-1.7829372e-08
9.8582800e-01,-1.7785535e-01,-1.2348756e-06,-1.7705900e-08
9.8592800e-01,-1.7660366e-01,-1.2351778e-06,-1.7582397e-08
9.8602800e-01,-1.7535189e-01,-1.2354803e-06,-1.7458864e-08
9.8612800e-01,-1.7410006e-01,-1.2357784e-06,-1.7335301e-08
9.8622800e-01,-1.7284816e-01,-1.2360767e-06,-1.7211709e-08
9.8632800e-01,-1.7159619e-01,-1.2363707e-06,-1.7088086e-08
9.8642800e-01,-1.7034415e-01,-1.2366649e-06,-1.6964435e-08
9.8652800e-01,-1.6909205e-01,-1.2369546e-06,-1.6840754e-08
9.8662800e-01,-1.6783988e-01,-1.2372446e-06,-1.6717044e-08
9.8672800e-01,-1.6658764e-01,-1.2375302e-06,-1.6593305e-08
9.8682800e-01,-1.6533534e-01,-1.2378161e-06,-1.6469538e-08
9.8692800e-01,-1.6408297e-01,-1.2380975e-06,-1.6345742e-08
9.8702800e-01,-1.6283054e-01,-1.2383792e-06,-1.6221918e-08
9.8712800e-01,-1.6157804e-01,-1.2386564e-06,-1.6098066e-08
9.8722800e-01,-1.6032548e-01,-1.2389339e-06,-1.5974187e-08
9.8732800e-01,-1.5907285e-01,-1.2392069e-06,-1.5850280e-08
9.8742800e-01,-1.5782016e-01,-1.2394802e-06,-1.5726345e-08
9.8752800e-01,-1.5656742e-01,-1.2397491e-06,-1.5602384e-08
9.8762800e-01,-1.5531460e-01,-1.2400182e-06,-1.5478396e-08
9.8772800e-01,-1.5406173e-01,-1.2402829e-06,-1.5354380e-08
9.8782800e-01,-1.5280880e-01,-1.2405477e-06,-1.5230339e-08
9.8792800e-01,-1.5155580e-01,-1.2408082e-06,-1.5106271e-08
9.8802800e-01,-1.5030275e-01,-1.2410689e-06,-1.4982177e-08
9.8812800e-01,-1.4904964e-01,-1.2413252e-06,-1.4858058e-08
9.8822800e-01,-1.4779647e-01,-1.2415816e-06,-1.4733912e-08
9.8832800e-01,-1.4654323e-01,-1.2418337e-06,-1.4609741e-08
9.8842800e-01,-1.4528995e-01,-1.2420859e-06,-1.4485545e-08
9.8852800e-01,-1.4403660e-01,-1.2423338e-06,-1.4361324e-08
9.8862800e-01,-1.4278320e-01,-1.2425818e-06,-1.4237079e-08
9.8872800e-01,-1.4152974e-01,-1.2428254e-06,-1.4112808e-08
9.8882800e-01,-1.4027623e-01,-1.2430692e-06,-1.3988514e-08
9.8892800e-01,-1.3902266e-01,-1.2433086e-06,-1.3864195e-08
9.8902800e-01,-1.3776903e-01,-1.2435482e-06,-1.3739852e-08
9.8912800e-01,-1.3651535e-01,-1.2437833e-06,-1.3615485e-08
9.8922800e-01,-1.3526162e-01,-1.2440186e-06,-1.3491095e-08
9.8932800e-01,-1.3400783e-01,-1.2442495e-06,-1.3366682e-08
9.8942800e-01,-1.3275399e-01,-1.2444806e-06,-1.3242245e-08
9.8952800e-01,-1.3150010e-01,-1.2447073e-06,-1.3117786e-08
9.8962800e-01,-1.3024616e-01,-1.2449341e-06,-1.2993304e-08
9.8972800e-01,-1.2899216e-01,-1.2451566e-06,-1.2868799e-08
9.8982800e-01,-1.2773812e-01,-1.2453791e-06,-1.2744273e-08
9.8992800e-01,-1.2648402e-01,-1.2455973e-06,-1.2619724e-08
9.9002800e-01,-1.2522987e-01,-1.2458156e-06,-1.2495153e-08
9.9012800e-01,-1.2397568e-01,-1.2460295e-06,-1.2370561e-08
9.9022800e-01,-1.2272143e-01,-1.2462436e-06,-1.2245947e-08
9.9032800e-01,-1.2146714e-01,-1.2464533e-06,-1.2121312e-08
9.9042800e-01,-1.2021280e-01,-1.2466631e-06,-1.1996656e-08
9.9052800e-01,-1.1895841e-01,-1.2468684e-06,-1.1871980e-08
9.9062800e-01,-1.1770397e-01,-1.2470740e-06,-1.1747283e-08
9.9072800e-01,-1.1644949e-01,-1.2472751e-06,-1.1622565e-08
9.9082800e-01,-1.1519496e-01,-1.2474764e-06,-1.1497828e-08
9.9092800e-01,-1.1394039e-01,-1.2476732e-06,-1.1373070e-08
9.9102800e-01,-1.1268577e-01,-1.2478702e-06,-1.1248293e-08
9.9112800e-01,-1.1143111e-01,-1.2480627e-06,-1.1123496e-08
9.9122800e-01,-1.1017640e-01,-1.2482554e-06,-1.0998681e-08
9.9132800e-01,-1.0892165e-01,-1.2484437e-06,-1.0873846e-08
9.9142800e-01,-1.0766686e-01,-1.2486321e-06,-1.0748992e-08
9.9152800e-01,-1.0641202e-01,-1.2488161e-06,-1.0624119e-08
9.9162800e-01,-1.0515714e-01,-1.2490002e-06,-1.0499229e-08
9.9172800e-01,-1.0390222e-01,-1.2491799e-06,-1.0374320e-08
9.9182800e-01,-1.0264726e-01,-1.2493598e-06,-1.0249393e-08
9.9192800e-01,-1.0139226e-01,-1.2495352e-06,-1.0124448e-08
9.9202800e-01,-1.0013722e-01,-1.2497107e-06,-9.9994855e-09
9.9212800e-01,-9.8882140e-02,-1.2498818e-06,-9.8745059e-09
9.9222800e-01,-9.7627021e-02,-1.2500530e-06,-9.7495092e-09
9.9232800e-01,-9.6371862e-02,-1.2502198e-06,-9.6244955e-09
9.9242800e-01,-9.5116666e-02,-1.2503868e-06,-9.4994652e-09
9.9252800e-01,-9.3861432e-02,-1.2505492e-06,-9.3744184e-09
9.9262800e-01,-9.2606161e-02,-1.2507119e-06,-9.2493553e-09
9.9272800e-01,-9.1350854e-02,-1.2508700e-06,-9.1242763e-09
9.9282800e-01,-9.0095510e-02,-1.2510284e-06,-8.9991813e-09
9.9292800e-01,-8.8840131e-02,-1.2511822e-06,-8.8740708e-09
9.9302800e-01,-8.7584717e-02,-1.2513362e-06,-8.7489449e-09
9.9312800e-01,-8.6329268e-02,-1.2514858e-06,-8.6238038e-09
9.9322800e-01,-8.5073786e-02,-1.2516355e-06,-8.4986477e-09
9.9332800e-01,-8.3818269e-02,-1.2517807e-06,-8.3734769e-09
9.9342800e-01,-8.2562720e-02,-1.2519261e-06,-8.2482916e-09
9.9352800e-01,-8.1307138e-02,-1.2520670e-06,-8.1230919e-09
9.9362800e-01,-8.0051524e-02,-1.2522080e-06,-7.9978782e-09
9.9372800e-01,-7.8795878e-02,-1.2523446e-06,-7.8726505e-09
9.9382800e-01,-7.7540201e-02,-1.2524813e-06,-7.7474092e-09
9.9392800e-01,-7.6284493e-02,-1.2526135e-06,-7.6221545e-09
9.9402800e-01,-7.5028756e-02,-1.2527459e-06,-7.4968865e-09
9.9412800e-01,-7.3772989e-02,-1.2528739e-06,-7.3716055e-09
9.9422800e-01,-7.2517192e-02,-1.2530019e-06,-7.2463118e-09
9.9432800e-01,-7.1261367e-02,-1.2531255e-06,-7.1210054e-09
9.9442800e-01,-7.0005514e-02,-1.2532492e-06,-6.9956866e-09
9.9452800e-01,-6.8749633e-02,-1.2533685e-06,-6.8703558e-09
9.9462800e-01,-6.7493725e-02,-1.2534878e-06,-6.7450129e-09
9.9472800e-01,-6.6237791e-02,-1.2536028e-06,-6.6196584e-09
9.9482800e-01,-6.4981830e-02,-1.2537178e-06,-6.4942924e-09
9.9492800e-01,-6.3725844e-02,-1.2538284e-06,-6.3689151e-09
9.9502800e-01,-6.2469832e-02,-1.2539391e-06,-6.2435267e-09
9.9512800e-01,-6.1213796e-02,-1.2540453e-06,-6.1181275e-09
9.9522800e-01,-5.9957736e-02,-1.2541517e-06,-5.9927176e-09
9.9532800e-01,-5.8701652e-02,-1.2542535e-06,-5.8672974e-09
9.9542800e-01,-5.7445545e-02,-1.2543555e-06,-5.7418669e-09
9.9552800e-01,-5.6189415e-02,-1.2544531e-06,-5.6164265e-09
9.9562800e-01,-5.4933263e-02,-1.2545507e-06,-5.4909763e-09
9.9572800e-01,-5.3677089e-02,-1.2546439e-06,-5.3655166e-09
9.9582800e-01,-5.2420894e-02,-1.2547372e-06,-5.2400475e-09
9.9592800e-01,-5.1164679e-02,-1.2548261e-06,-5.1145694e-09
9.9602800e-01,-4.9908443e-02,-1.2549150e-06,-4.9890823e-09
9.9612800e-01,-4.8652187e-02,-1.2549995e-06,-4.8635866e-09
9.9622800e-01,-4.7395913e-02,-1.2550841e-06,-4.7380824e-09
9.9632800e-01,-4.6139619e-02,-1.2551642e-06,-4.6125700e-09
9.9642800e-01,-4.4883308e-02,-1.2552445e-06,-4.4870496e-09
9.9652800e-01,-4.3626978e-02,-1.2553202e-06,-4.3615213e-09
9.9662800e-01,-4.2370632e-02,-1.2553961e-06,-4.2359855e-09
9.9672800e-01,-4.1114268e-02,-1.2554675e-06,-4.1104423e-09
9.9682800e-01,-3.9857889e-02,-1.2555390e-06,-3.9848920e-09
9.9692800e-01,-3.8601493e-02,-1.2556061e-06,-3.8593347e-09
9.9702800e-01,-3.7345083e-02,-1.2556732e-06,-3.7337708e-09
9.9712800e-01,-3.6088658e-02,-1.2557359e-06,-3.6082003e-09
9.9722800e-01,-3.4832218e-02,-1.2557987e-06,-3.4826236e-09
9.9732800e-01,-3.3575765e-02,-1.2558570e-06,-3.3570408e-09
9.9742800e-01,-3.2319298e-02,-1.2559155e-06,-3.2314522e-09
9.9752800e-01,-3.1062819e-02,-1.2559694e-06,-3.1058579e-09
9.9762800e-01,-2.9806328e-02,-1.2560235e-06,-2.9802583e-09
9.9772800e-01,-2.8549824e-02,-1.2560731e-06,-2.8546534e-09
9.9782800e-01,-2.7293310e-02,-1.2561228e-06,-2.7290436e-09
9.9792800e-01,-2.6036784e-02,-1.2561680e-06,-2.6034291e-09
9.9802800e-01,-2.4780249e-02,-1.2562134e-06,-2.4778100e-09
9.9812800e-01,-2.3523703e-02,-1.2562542e-06,-2.3521867e-09
9.9822800e-01,-2.2267149e-02,-1.2562952e-06,-2.2265592e-09
9.9832800e-01,-2.1010585e-02,-1.2563317e-06,-2.1009278e-09
9.9842800e-01,-1.9754013e-02,-1.2563683e-06,-1.9752928e-09
9.9852800e-01,-1.8497434e-02,-1.2564004e-06,-1.8496544e-09
9.9862800e-01,-1.7240847e-02,-1.2564326e-06,-1.7240128e-09
9.9872800e-01,-1.5984253e-02,-1.2564604e-06,-1.5983681e-09
9.9882800e-01,-1.4727653e-02,-1.2564882e-06,-1.4727207e-09
9.9892800e-01,-1.3471047e-02,-1.2565116e-06,-1.3470707e-09
9.9902800e-01,-1.2214436e-02,-1.2565351e-06,-1.2214183e-09
9.9912800e-01,-1.0957820e-02,-1.2565541e-06,-1.0957639e-09
9.9922800e-01,-9.7012001e-03,-1.2565732e-06,-9.7010751e-10
9.9932800e-01,-8.4445760e-03,-1.2565879e-06,-8.4444946e-10
9.9942800e-01,-7.1879485e-03,-1.2566026e-06,-7.1878993e-10
9.9952800e-01,-5.9313182e-03,-1.2566129e-06,-5.9312916e-10
9.9962800e-01,-4.6746856e-03,-1.2566233e-06,-4.6746735e-10
9.9972800e-01,-3.4180511e-03,-1.2566291e-06,-3.4180473e-10
9.9982800e-01,-2.1614153e-03,-1.2566352e-06,-2.1614151e-10
9.9992800e-01,-9.0477865e-04,-1.2566367e-06,-9.0477924e-11
1.0000280e+00,3.5185837e-04,-1.2566383e-06,3.5185824e-11
1.0001280e+00,1.6084953e-03,-1.2566354e-06,1.6084951e-10
