time,v(1),i(V1),v(X0.q)
2.1532800e-01,1.9527285e+00,2.1486000e-07,1.0556272e-07
2.1542800e-01,1.9529997e+00,2.1515101e-07,1.0554122e-07
2.1552800e-01,1.9532702e+00,2.1544392e-07,1.0551969e-07
2.1562800e-01,1.9535398e+00,2.1573411e-07,1.0549813e-07
2.1572800e-01,1.9538087e+00,2.1602620e-07,1.0547654e-07
2.1582800e-01,1.9540769e+00,2.1631557e-07,1.0545492e-07
2.1592800e-01,1.9543442e+00,2.1660685e-07,1.0543328e-07
2.1602800e-01,1.9546108e+00,2.1689541e-07,1.0541160e-07
2.1612800e-01,1.9548766e+00,2.1718588e-07,1.0538990e-07
2.1622800e-01,1.9551417e+00,2.1747363e-07,1.0536816e-07
2.1632800e-01,1.9554059e+00,2.1776328e-07,1.0534640e-07
2.1642800e-01,1.9556694e+00,2.1805022e-07,1.0532461e-07
2.1652800e-01,1.9559322e+00,2.1833907e-07,1.0530279e-07
2.1662800e-01,1.9561941e+00,2.1862521e-07,1.0528094e-07
2.1672800e-01,1.9564553e+00,2.1891325e-07,1.0525907e-07
2.1682800e-01,1.9567157e+00,2.1919858e-07,1.0523716e-07
2.1692800e-01,1.9569753e+00,2.1948582e-07,1.0521523e-07
2.1702800e-01,1.9572342e+00,2.1977034e-07,1.0519326e-07
2.1712800e-01,1.9574923e+00,2.2005678e-07,1.0517127e-07
2.1722800e-01,1.9577496e+00,2.2034051e-07,1.0514925e-07
2.1732800e-01,1.9580062e+00,2.2062614e-07,1.0512720e-07
2.1742800e-01,1.9582619e+00,2.2090907e-07,1.0510513e-07
2.1752800e-01,1.9585169e+00,2.2119391e-07,1.0508302e-07
2.1762800e-01,1.9587712e+00,2.2147604e-07,1.0506089e-07
2.1772800e-01,1.9590246e+00,2.2176008e-07,1.0503873e-07
2.1782800e-01,1.9592773e+00,2.2204142e-07,1.0501654e-07
2.1792800e-01,1.9595292e+00,2.2232467e-07,1.0499432e-07
2.1802800e-01,1.9597803e+00,2.2260521e-07,1.0497207e-07
2.1812800e-01,1.9600307e+00,2.2288767e-07,1.0494980e-07
2.1822800e-01,1.9602803e+00,2.2316742e-07,1.0492750e-07
2.1832800e-01,1.9605291e+00,2.2344908e-07,1.0490516e-07
2.1842800e-01,1.9607771e+00,2.2372805e-07,1.0488281e-07
2.1852800e-01,1.9610244e+00,2.2400893e-07,1.0486042e-07
2.1862800e-01,1.9612709e+00,2.2428710e-07,1.0483800e-07
2.1872800e-01,1.9615166e+00,2.2456720e-07,1.0481556e-07
2.1882800e-01,1.9617615e+00,2.2484459e-07,1.0479309e-07
2.1892800e-01,1.9620057e+00,2.2512390e-07,1.0477059e-07
2.1902800e-01,1.9622491e+00,2.2540051e-07,1.0474807e-07
2.1912800e-01,1.9624917e+00,2.2567903e-07,1.0472551e-07
2.1922800e-01,1.9627336e+00,2.2595486e-07,1.0470293e-07
2.1932800e-01,1.9629746e+00,2.2623261e-07,1.0468032e-07
2.1942800e-01,1.9632149e+00,2.2650766e-07,1.0465768e-07
2.1952800e-01,1.9634544e+00,2.2678463e-07,1.0463502e-07
2.1962800e-01,1.9636932e+00,2.2705890e-07,1.0461233e-07
2.1972800e-01,1.9639312e+00,2.2733509e-07,1.0458961e-07
2.1982800e-01,1.9641683e+00,2.2760859e-07,1.0456686e-07
2.1992800e-01,1.9644048e+00,2.2788401e-07,1.0454409e-07
2.2002800e-01,1.9646404e+00,2.2815673e-07,1.0452128e-07
2.2012800e-01,1.9648753e+00,2.2843138e-07,1.0449845e-07
2.2022800e-01,1.9651094e+00,2.2870333e-07,1.0447560e-07
2.2032800e-01,1.9653427e+00,2.2897721e-07,1.0445271e-07
2.2042800e-01,1.9655752e+00,2.2924839e-07,1.0442980e-07
2.2052800e-01,1.9658070e+00,2.2952150e-07,1.0440686e-07
2.2062800e-01,1.9660380e+00,2.2979191e-07,1.0438390e-07
2.2072800e-01,1.9662682e+00,2.3006426e-07,1.0436090e-07
2.2082800e-01,1.9664976e+00,2.3033391e-07,1.0433789e-07
2.2092800e-01,1.9667263e+00,2.3060549e-07,1.0431484e-07
2.2102800e-01,1.9669541e+00,2.3087437e-07,1.0429176e-07
2.2112800e-01,1.9671812e+00,2.3114519e-07,1.0426866e-07
2.2122800e-01,1.9674076e+00,2.3141332e-07,1.0424554e-07
2.2132800e-01,1.9676331e+00,2.3168337e-07,1.0422238e-07
2.2142800e-01,1.9678579e+00,2.3195074e-07,1.0419920e-07
2.2152800e-01,1.9680819e+00,2.3222004e-07,1.0417599e-07
2.2162800e-01,1.9683051e+00,2.3248664e-07,1.0415275e-07
2.2172800e-01,1.9685276e+00,2.3275519e-07,1.0412949e-07
2.2182800e-01,1.9687492e+00,2.3302104e-07,1.0410620e-07
2.2192800e-01,1.9689701e+00,2.3328883e-07,1.0408289e-07
2.2202800e-01,1.9691902e+00,2.3355393e-07,1.0405955e-07
2.2212800e-01,1.9694096e+00,2.3382096e-07,1.0403618e-07
2.2222800e-01,1.9696281e+00,2.3408531e-07,1.0401278e-07
2.2232800e-01,1.9698459e+00,2.3435159e-07,1.0398936e-07
2.2242800e-01,1.9700629e+00,2.3461519e-07,1.0396591e-07
2.2252800e-01,1.9702791e+00,2.3488072e-07,1.0394244e-07
2.2262800e-01,1.9704946e+00,2.3514357e-07,1.0391894e-07
2.2272800e-01,1.9707092e+00,2.3540836e-07,1.0389541e-07
2.2282800e-01,1.9709231e+00,2.3567047e-07,1.0387185e-07
2.2292800e-01,1.9711362e+00,2.3593451e-07,1.0384827e-07
2.2302800e-01,1.9713486e+00,2.3619587e-07,1.0382467e-07
2.2312800e-01,1.9715601e+00,2.3645917e-07,1.0380103e-07
2.2322800e-01,1.9717709e+00,2.3671979e-07,1.0377738e-07
2.2332800e-01,1.9719809e+00,2.3698234e-07,1.0375369e-07
2.2342800e-01,1.9721901e+00,2.3724222e-07,1.0372998e-07
2.2352800e-01,1.9723986e+00,2.3750404e-07,1.0370624e-07
2.2362800e-01,1.9726062e+00,2.3776318e-07,1.0368248e-07
2.2372800e-01,1.9728131e+00,2.3802426e-07,1.0365869e-07
2.2382800e-01,1.9730192e+00,2.3828267e-07,1.0363487e-07
2.2392800e-01,1.9732245e+00,2.3854302e-07,1.0361103e-07
2.2402800e-01,1.9734291e+00,2.3880068e-07,1.0358717e-07
2.2412800e-01,1.9736329e+00,2.3906030e-07,1.0356327e-07
2.2422800e-01,1.9738358e+00,2.3931723e-07,1.0353935e-07
2.2432800e-01,1.9740381e+00,2.3957612e-07,1.0351541e-07
2.2442800e-01,1.9742395e+00,2.3983232e-07,1.0349144e-07
2.2452800e-01,1.9744401e+00,2.4009047e-07,1.0346744e-07
2.2462800e-01,1.9746400e+00,2.4034595e-07,1.0344342e-07
2.2472800e-01,1.9748391e+00,2.4060338e-07,1.0341937e-07
2.2482800e-01,1.9750374e+00,2.4085813e-07,1.0339530e-07
2.2492800e-01,1.9752349e+00,2.4111482e-07,1.0337120e-07
2.2502800e-01,1.9754317e+00,2.4136885e-07,1.0334708e-07
2.2512800e-01,1.9756277e+00,2.4162482e-07,1.0332293e-07
2.2522800e-01,1.9758229e+00,2.4187813e-07,1.0329875e-07
2.2532800e-01,1.9760173e+00,2.4213338e-07,1.0327455e-07
2.2542800e-01,1.9762109e+00,2.4238596e-07,1.0325033e-07
2.2552800e-01,1.9764038e+00,2.4264049e-07,1.0322607e-07
2.2562800e-01,1.9765958e+00,2.4289235e-07,1.0320180e-07
2.2572800e-01,1.9767871e+00,2.4314617e-07,1.0317750e-07
2.2582800e-01,1.9769776e+00,2.4339731e-07,1.0315317e-07
2.2592800e-01,1.9771674e+00,2.4365041e-07,1.0312882e-07
2.2602800e-01,1.9773563e+00,2.4390084e-07,1.0310444e-07
2.2612800e-01,1.9775445e+00,2.4415322e-07,1.0308004e-07
2.2622800e-01,1.9777319e+00,2.4440294e-07,1.0305561e-07
2.2632800e-01,1.9779185e+00,2.4465461e-07,1.0303116e-07
2.2642800e-01,1.9781043e+00,2.4490361e-07,1.0300668e-07
2.2652800e-01,1.9782894e+00,2.4515457e-07,1.0298217e-07
2.2662800e-01,1.9784736e+00,2.4540286e-07,1.0295765e-07
2.2672800e-01,1.9786571e+00,2.4565311e-07,1.0293309e-07
2.2682800e-01,1.9788398e+00,2.4590070e-07,1.0290852e-07
2.2692800e-01,1.9790217e+00,2.4615024e-07,1.0288391e-07
2.2702800e-01,1.9792029e+00,2.4639712e-07,1.0285929e-07
2.2712800e-01,1.9793832e+00,2.4664596e-07,1.0283463e-07
2.2722800e-01,1.9795628e+00,2.4689213e-07,1.0280996e-07
2.2732800e-01,1.9797416e+00,2.4714026e-07,1.0278526e-07
2.2742800e-01,1.9799196e+00,2.4738574e-07,1.0276053e-07
2.2752800e-01,1.9800969e+00,2.4763317e-07,1.0273578e-07
2.2762800e-01,1.9802733e+00,2.4787794e-07,1.0271100e-07
2.2772800e-01,1.9804490e+00,2.4812467e-07,1.0268620e-07
2.2782800e-01,1.9806239e+00,2.4836875e-07,1.0266138e-07
2.2792800e-01,1.9807980e+00,2.4861478e-07,1.0263653e-07
2.2802800e-01,1.9809713e+00,2.4885816e-07,1.0261166e-07
2.2812800e-01,1.9811438e+00,2.4910349e-07,1.0258676e-07
2.2822800e-01,1.9813156e+00,2.4934617e-07,1.0256183e-07
2.2832800e-01,1.9814866e+00,2.4959082e-07,1.0253689e-07
2.2842800e-01,1.9816568e+00,2.4983281e-07,1.0251192e-07
2.2852800e-01,1.9818262e+00,2.5007676e-07,1.0248692e-07
2.2862800e-01,1.9819948e+00,2.5031805e-07,1.0246190e-07
2.2872800e-01,1.9821627e+00,2.5056131e-07,1.0243686e-07
2.2882800e-01,1.9823297e+00,2.5080192e-07,1.0241179e-07
2.2892800e-01,1.9824960e+00,2.5104449e-07,1.0238670e-07
2.2902800e-01,1.9826615e+00,2.5128441e-07,1.0236158e-07
2.2912800e-01,1.9828262e+00,2.5152630e-07,1.0233644e-07
2.2922800e-01,1.9829902e+00,2.5176553e-07,1.0231128e-07
2.2932800e-01,1.9831533e+00,2.5200673e-07,1.0228609e-07
2.2942800e-01,1.9833157e+00,2.5224528e-07,1.0226087e-07
2.2952800e-01,1.9834773e+00,2.5248579e-07,1.0223564e-07
2.2962800e-01,1.9836381e+00,2.5272366e-07,1.0221038e-07
2.2972800e-01,1.9837981e+00,2.5296349e-07,1.0218509e-07
2.2982800e-01,1.9839573e+00,2.5320068e-07,1.0215978e-07
2.2992800e-01,1.9841158e+00,2.5343983e-07,1.0213445e-07
2.3002800e-01,1.9842735e+00,2.5367634e-07,1.0210910e-07
2.3012800e-01,1.9844304e+00,2.5391482e-07,1.0208372e-07
2.3022800e-01,1.9845865e+00,2.5415065e-07,1.0205831e-07
2.3032800e-01,1.9847418e+00,2.5438845e-07,1.0203289e-07
2.3042800e-01,1.9848963e+00,2.5462360e-07,1.0200744e-07
2.3052800e-01,1.9850501e+00,2.5486073e-07,1.0198196e-07
2.3062800e-01,1.9852030e+00,2.5509521e-07,1.0195646e-07
2.3072800e-01,1.9853552e+00,2.5533167e-07,1.0193094e-07
2.3082800e-01,1.9855066e+00,2.5556548e-07,1.0190540e-07
2.3092800e-01,1.9856572e+00,2.5580126e-07,1.0187983e-07
2.3102800e-01,1.9858071e+00,2.5603440e-07,1.0185424e-07
2.3112800e-01,1.9859561e+00,2.5626951e-07,1.0182862e-07
2.3122800e-01,1.9861044e+00,2.5650198e-07,1.0180298e-07
2.3132800e-01,1.9862519e+00,2.5673643e-07,1.0177732e-07
2.3142800e-01,1.9863986e+00,2.5696824e-07,1.0175164e-07
2.3152800e-01,1.9865445e+00,2.5720202e-07,1.0172593e-07
2.3162800e-01,1.9866896e+00,2.5743316e-07,1.0170020e-07
2.3172800e-01,1.9868340e+00,2.5766628e-07,1.0167444e-07
2.3182800e-01,1.9869775e+00,2.5789676e-07,1.0164866e-07
2.3192800e-01,1.9871203e+00,2.5812922e-07,1.0162286e-07
2.3202800e-01,1.9872623e+00,2.5835903e-07,1.0159704e-07
2.3212800e-01,1.9874035e+00,2.5859083e-07,1.0157119e-07
2.3222800e-01,1.9875439e+00,2.5881999e-07,1.0154532e-07
2.3232800e-01,1.9876836e+00,2.5905113e-07,1.0151943e-07
2.3242800e-01,1.9878224e+00,2.5927963e-07,1.0149351e-07
2.3252800e-01,1.9879605e+00,2.5951011e-07,1.0146757e-07
2.3262800e-01,1.9880978e+00,2.5973796e-07,1.0144161e-07
2.3272800e-01,1.9882343e+00,2.5996778e-07,1.0141562e-07
2.3282800e-01,1.9883700e+00,2.6019497e-07,1.0138961e-07
2.3292800e-01,1.9885049e+00,2.6042415e-07,1.0136358e-07
2.3302800e-01,1.9886391e+00,2.6065069e-07,1.0133753e-07
2.3312800e-01,1.9887724e+00,2.6087921e-07,1.0131145e-07
2.3322800e-01,1.9889050e+00,2.6110510e-07,1.0128535e-07
2.3332800e-01,1.9890368e+00,2.6133298e-07,1.0125923e-07
2.3342800e-01,1.9891678e+00,2.6155822e-07,1.0123309e-07
2.3352800e-01,1.9892980e+00,2.6178544e-07,1.0120692e-07
2.3362800e-01,1.9894274e+00,2.6201004e-07,1.0118073e-07
2.3372800e-01,1.9895561e+00,2.6223662e-07,1.0115452e-07
2.3382800e-01,1.9896839e+00,2.6246057e-07,1.0112828e-07
2.3392800e-01,1.9898110e+00,2.6268650e-07,1.0110203e-07
2.3402800e-01,1.9899373e+00,2.6290981e-07,1.0107575e-07
2.3412800e-01,1.9900628e+00,2.6313510e-07,1.0104944e-07
2.3422800e-01,1.9901875e+00,2.6335776e-07,1.0102312e-07
2.3432800e-01,1.9903115e+00,2.6358242e-07,1.0099677e-07
2.3442800e-01,1.9904346e+00,2.6380444e-07,1.0097040e-07
2.3452800e-01,1.9905570e+00,2.6402846e-07,1.0094401e-07
2.3462800e-01,1.9906786e+00,2.6424984e-07,1.0091760e-07
2.3472800e-01,1.9907994e+00,2.6447322e-07,1.0089116e-07
2.3482800e-01,1.9909194e+00,2.6469397e-07,1.0086470e-07
2.3492800e-01,1.9910386e+00,2.6491671e-07,1.0083822e-07
2.3502800e-01,1.9911570e+00,2.6513682e-07,1.0081172e-07
2.3512800e-01,1.9912747e+00,2.6535893e-07,1.0078520e-07
2.3522800e-01,1.9913915e+00,2.6557841e-07,1.0075865e-07
2.3532800e-01,1.9915076e+00,2.6579989e-07,1.0073208e-07
2.3542800e-01,1.9916229e+00,2.6601874e-07,1.0070549e-07
2.3552800e-01,1.9917374e+00,2.6623958e-07,1.0067888e-07
2.3562800e-01,1.9918511e+00,2.6645780e-07,1.0065224e-07
2.3572800e-01,1.9919640e+00,2.6667802e-07,1.0062558e-07
2.3582800e-01,1.9920762e+00,2.6689561e-07,1.0059891e-07
2.3592800e-01,1.9921875e+00,2.6711520e-07,1.0057220e-07
2.3602800e-01,1.9922981e+00,2.6733217e-07,1.0054548e-07
2.3612800e-01,1.9924079e+00,2.6755113e-07,1.0051874e-07
2.3622800e-01,1.9925169e+00,2.6776748e-07,1.0049197e-07
2.3632800e-01,1.9926251e+00,2.6798582e-07,1.0046518e-07
2.3642800e-01,1.9927325e+00,2.6820154e-07,1.0043838e-07
2.3652800e-01,1.9928392e+00,2.6841925e-07,1.0041154e-07
2.3662800e-01,1.9929450e+00,2.6863435e-07,1.0038469e-07
2.3672800e-01,1.9930501e+00,2.6885145e-07,1.0035782e-07
2.3682800e-01,1.9931543e+00,2.6906593e-07,1.0033092e-07
2.3692800e-01,1.9932578e+00,2.6928241e-07,1.0030400e-07
2.3702800e-01,1.9933605e+00,2.6949627e-07,1.0027707e-07
2.3712800e-01,1.9934624e+00,2.6971214e-07,1.0025010e-07
2.3722800e-01,1.9935636e+00,2.6992538e-07,1.0022312e-07
2.3732800e-01,1.9936639e+00,2.7014063e-07,1.0019612e-07
2.3742800e-01,1.9937635e+00,2.7035326e-07,1.0016909e-07
2.3752800e-01,1.9938622e+00,2.7056790e-07,1.0014205e-07
2.3762800e-01,1.9939602e+00,2.7077992e-07,1.0011498e-07
2.3772800e-01,1.9940574e+00,2.7099394e-07,1.0008789e-07
2.3782800e-01,1.9941538e+00,2.7120535e-07,1.0006078e-07
2.3792800e-01,1.9942494e+00,2.7141876e-07,1.0003365e-07
2.3802800e-01,1.9943443e+00,2.7162956e-07,1.0000650e-07
2.3812800e-01,1.9944383e+00,2.7184237e-07,9.9979325e-08
2.3822800e-01,1.9945316e+00,2.7205256e-07,9.9952131e-08
2.3832800e-01,1.9946240e+00,2.7226475e-07,9.9924915e-08
2.3842800e-01,1.9947157e+00,2.7247434e-07,9.9897678e-08
2.3852800e-01,1.9948066e+00,2.7268593e-07,9.9870420e-08
2.3862800e-01,1.9948967e+00,2.7289491e-07,9.9843141e-08
2.3872800e-01,1.9949860e+00,2.7310590e-07,9.9815841e-08
2.3882800e-01,1.9950746e+00,2.7331428e-07,9.9788520e-08
2.3892800e-01,1.9951623e+00,2.7352467e-07,9.9761178e-08
2.3902800e-01,1.9952493e+00,2.7373245e-07,9.9733815e-08
2.3912800e-01,1.9953355e+00,2.7394224e-07,9.9706431e-08
2.3922800e-01,1.9954208e+00,2.7414941e-07,9.9679027e-08
2.3932800e-01,1.9955054e+00,2.7435860e-07,9.9651601e-08
2.3942800e-01,1.9955892e+00,2.7456518e-07,9.9624155e-08
2.3952800e-01,1.9956722e+00,2.7477378e-07,9.9596688e-08
2.3962800e-01,1.9957545e+00,2.7497976e-07,9.9569200e-08
2.3972800e-01,1.9958359e+00,2.7518776e-07,9.9541692e-08
2.3982800e-01,1.9959166e+00,2.7539315e-07,9.9514163e-08
2.3992800e-01,1.9959964e+00,2.7560055e-07,9.9486613e-08
2.4002800e-01,1.9960755e+00,2.7580535e-07,9.9459043e-08
2.4012800e-01,1.9961538e+00,2.7601216e-07,9.9431452e-08
2.4022800e-01,1.9962313e+00,2.7621637e-07,9.9403841e-08
2.4032800e-01,1.9963080e+00,2.7642259e-07,9.9376209e-08
2.4042800e-01,1.9963840e+00,2.7662621e-07,9.9348556e-08
2.4052800e-01,1.9964591e+00,2.7683184e-07,9.9320883e-08
2.4062800e-01,1.9965334e+00,2.7703487e-07,9.9293190e-08
2.4072800e-01,1.9966070e+00,2.7723992e-07,9.9265476e-08
2.4082800e-01,1.9966798e+00,2.7744236e-07,9.9237742e-08
2.4092800e-01,1.9967518e+00,2.7764682e-07,9.9209988e-08
2.4102800e-01,1.9968230e+00,2.7784868e-07,9.9182213e-08
2.4112800e-01,1.9968934e+00,2.7805256e-07,9.9154418e-08
2.4122800e-01,1.9969630e+00,2.7825384e-07,9.9126603e-08
2.4132800e-01,1.9970318e+00,2.7845713e-07,9.9098767e-08
2.4142800e-01,1.9970999e+00,2.7865783e-07,9.9070911e-08
2.4152800e-01,1.9971671e+00,2.7886054e-07,9.9043035e-08
2.4162800e-01,1.9972336e+00,2.7906066e-07,9.9015139e-08
2.4172800e-01,1.9972993e+00,2.7926279e-07,9.8987223e-08
2.4182800e-01,1.9973641e+00,2.7946233e-07,9.8959287e-08
2.4192800e-01,1.9974282e+00,2.7966389e-07,9.8931331e-08
2.4202800e-01,1.9974916e+00,2.7986285e-07,9.8903354e-08
2.4212800e-01,1.9975541e+00,2.8006383e-07,9.8875358e-08
2.4222800e-01,1.9976158e+00,2.8026222e-07,9.8847342e-08
2.4232800e-01,1.9976768e+00,2.8046262e-07,9.8819305e-08
2.4242800e-01,1.9977369e+00,2.8066044e-07,9.8791249e-08
2.4252800e-01,1.9977963e+00,2.8086027e-07,9.8763173e-08
2.4262800e-01,1.9978549e+00,2.8105751e-07,9.8735077e-08
2.4272800e-01,1.9979127e+00,2.8125678e-07,9.8706962e-08
2.4282800e-01,1.9979697e+00,2.8145345e-07,9.8678826e-08
2.4292800e-01,1.9980259e+00,2.8165215e-07,9.8650671e-08
2.4302800e-01,1.9980813e+00,2.8184825e-07,9.8622496e-08
2.4312800e-01,1.9981359e+00,2.8204638e-07,9.8594301e-08
2.4322800e-01,1.9981898e+00,2.8224191e-07,9.8566087e-08
2.4332800e-01,1.9982429e+00,2.8243947e-07,9.8537853e-08
2.4342800e-01,1.9982951e+00,2.8263444e-07,9.8509599e-08
2.4352800e-01,1.9983466e+00,2.8283144e-07,9.8481326e-08
2.4362800e-01,1.9983973e+00,2.8302585e-07,9.8453033e-08
2.4372800e-01,1.9984472e+00,2.8322228e-07,9.8424720e-08
2.4382800e-01,1.9984963e+00,2.8341613e-07,9.8396388e-08
2.4392800e-01,1.9985446e+00,2.8361200e-07,9.8368037e-08
2.4402800e-01,1.9985922e+00,2.8380528e-07,9.8339666e-08
2.4412800e-01,1.9986389e+00,2.8400059e-07,9.8311276e-08
2.4422800e-01,1.9986849e+00,2.8419332e-07,9.8282866e-08
2.4432800e-01,1.9987301e+00,2.8438807e-07,9.8254437e-08
2.4442800e-01,1.9987744e+00,2.8458024e-07,9.8225989e-08
2.4452800e-01,1.9988180e+00,2.8477444e-07,9.8197521e-08
2.4462800e-01,1.9988608e+00,2.8496605e-07,9.8169034e-08
2.4472800e-01,1.9989028e+00,2.8515969e-07,9.8140528e-08
2.4482800e-01,1.9989441e+00,2.8535075e-07,9.8112002e-08
2.4492800e-01,1.9989845e+00,2.8554384e-07,9.8083457e-08
2.4502800e-01,1.9990241e+00,2.8573434e-07,9.8054893e-08
2.4512800e-01,1.9990630e+00,2.8592688e-07,9.8026310e-08
2.4522800e-01,1.9991011e+00,2.8611683e-07,9.7997708e-08
2.4532800e-01,1.9991383e+00,2.8630882e-07,9.7969087e-08
2.4542800e-01,1.9991748e+00,2.8649822e-07,9.7940447e-08
2.4552800e-01,1.9992105e+00,2.8668966e-07,9.7911787e-08
2.4562800e-01,1.9992454e+00,2.8687852e-07,9.7883109e-08
2.4572800e-01,1.9992796e+00,2.8706941e-07,9.7854411e-08
2.4582800e-01,1.9993129e+00,2.8725771e-07,9.7825695e-08
2.4592800e-01,1.9993454e+00,2.8744806e-07,9.7796960e-08
2.4602800e-01,1.9993772e+00,2.8763582e-07,9.7768205e-08
2.4612800e-01,1.9994082e+00,2.8782562e-07,9.7739432e-08
2.4622800e-01,1.9994383e+00,2.8801284e-07,9.7710640e-08
2.4632800e-01,1.9994677e+00,2.8820210e-07,9.7681830e-08
2.4642800e-01,1.9994963e+00,2.8838878e-07,9.7653000e-08
2.4652800e-01,1.9995241e+00,2.8857749e-07,9.7624152e-08
2.4662800e-01,1.9995511e+00,2.8876363e-07,9.7595285e-08
2.4672800e-01,1.9995774e+00,2.8895180e-07,9.7566399e-08
2.4682800e-01,1.9996028e+00,2.8913740e-07,9.7537495e-08
2.4692800e-01,1.9996274e+00,2.8932504e-07,9.7508571e-08
2.4702800e-01,1.9996513e+00,2.8951010e-07,9.7479630e-08
2.4712800e-01,1.9996744e+00,2.8969720e-07,9.7450669e-08
2.4722800e-01,1.9996967e+00,2.8988173e-07,9.7421690e-08
2.4732800e-01,1.9997181e+00,2.9006829e-07,9.7392693e-08
2.4742800e-01,1.9997388e+00,2.9025228e-07,9.7363677e-08
2.4752800e-01,1.9997588e+00,2.9043832e-07,9.7334642e-08
2.4762800e-01,1.9997779e+00,2.9062177e-07,9.7305589e-08
2.4772800e-01,1.9997962e+00,2.9080727e-07,9.7276518e-08
2.4782800e-01,1.9998138e+00,2.9099020e-07,9.7247428e-08
2.4792800e-01,1.9998305e+00,2.9117517e-07,9.7218320e-08
2.4802800e-01,1.9998465e+00,2.9135756e-07,9.7189193e-08
2.4812800e-01,1.9998617e+00,2.9154200e-07,9.7160048e-08
2.4822800e-01,1.9998760e+00,2.9172387e-07,9.7130885e-08
2.4832800e-01,1.9998896e+00,2.9190778e-07,9.7101703e-08
2.4842800e-01,1.9999024e+00,2.9208912e-07,9.7072503e-08
2.4852800e-01,1.9999145e+00,2.9227251e-07,9.7043285e-08
2.4862800e-01,1.9999257e+00,2.9245332e-07,9.7014049e-08
2.4872800e-01,1.9999361e+00,2.9263619e-07,9.6984795e-08
2.4882800e-01,1.9999458e+00,2.9281648e-07,9.6955522e-08
2.4892800e-01,1.9999546e+00,2.9299882e-07,9.6926231e-08
2.4902800e-01,1.9999627e+00,2.9317858e-07,9.6896922e-08
2.4912800e-01,1.9999700e+00,2.9336040e-07,9.6867595e-08
2.4922800e-01,1.9999765e+00,2.9353965e-07,9.6838250e-08
2.4932800e-01,1.9999822e+00,2.9372095e-07,9.6808887e-08
2.4942800e-01,1.9999871e+00,2.9389967e-07,9.6779506e-08
2.4952800e-01,1.9999912e+00,2.9408045e-07,9.6750107e-08
2.4962800e-01,1.9999945e+00,2.9425866e-07,9.6720690e-08
2.4972800e-01,1.9999971e+00,2.9443892e-07,9.6691255e-08
2.4982800e-01,1.9999988e+00,2.9461661e-07,9.6661803e-08
2.4992800e-01,1.9999998e+00,2.9479636e-07,9.6632332e-08
2.5002800e-01,2.0000000e+00,2.9497354e-07,9.6602844e-08
2.5012800e-01,1.9999994e+00,2.9515277e-07,9.6573337e-08
2.5022800e-01,1.9999979e+00,2.9532943e-07,9.6543813e-08
2.5032800e-01,1.9999958e+00,2.9550815e-07,9.6514271e-08
2.5042800e-01,1.9999928e+00,2.9568430e-07,9.6484712e-08
2.5052800e-01,1.9999890e+00,2.9586251e-07,9.6455134e-08
2.5062800e-01,1.9999844e+00,2.9603815e-07,9.6425539e-08
2.5072800e-01,1.9999791e+00,2.9621585e-07,9.6395927e-08
2.5082800e-01,1.9999729e+00,2.9639098e-07,9.6366296e-08
2.5092800e-01,1.9999660e+00,2.9656816e-07,9.6336648e-08
2.5102800e-01,1.9999583e+00,2.9674279e-07,9.6306983e-08
2.5112800e-01,1.9999498e+00,2.9691947e-07,9.6277300e-08
2.5122800e-01,1.9999405e+00,2.9709359e-07,9.6247599e-08
2.5132800e-01,1.9999304e+00,2.9726976e-07,9.6217881e-08
2.5142800e-01,1.9999195e+00,2.9744338e-07,9.6188145e-08
2.5152800e-01,1.9999078e+00,2.9761905e-07,9.6158392e-08
2.5162800e-01,1.9998954e+00,2.9779216e-07,9.6128621e-08
2.5172800e-01,1.9998821e+00,2.9796732e-07,9.6098833e-08
2.5182800e-01,1.9998681e+00,2.9813993e-07,9.6069028e-08
2.5192800e-01,1.9998533e+00,2.9831460e-07,9.6039205e-08
2.5202800e-01,1.9998376e+00,2.9848670e-07,9.6009365e-08
2.5212800e-01,1.9998212e+00,2.9866087e-07,9.5979508e-08
2.5222800e-01,1.9998040e+00,2.9883248e-07,9.5949633e-08
2.5232800e-01,1.9997860e+00,2.9900615e-07,9.5919741e-08
2.5242800e-01,1.9997673e+00,2.9917726e-07,9.5889832e-08
2.5252800e-01,1.9997477e+00,2.9935043e-07,9.5859906e-08
2.5262800e-01,1.9997274e+00,2.9952104e-07,9.5829962e-08
2.5272800e-01,1.9997062e+00,2.9969372e-07,9.5800001e-08
2.5282800e-01,1.9996843e+00,2.9986384e-07,9.5770024e-08
2.5292800e-01,1.9996616e+00,3.0003602e-07,9.5740029e-08
2.5302800e-01,1.9996380e+00,3.0020564e-07,9.5710016e-08
2.5312800e-01,1.9996137e+00,3.0037733e-07,9.5679987e-08
2.5322800e-01,1.9995886e+00,3.0054646e-07,9.5649941e-08
2.5332800e-01,1.9995628e+00,3.0071766e-07,9.5619878e-08
2.5342800e-01,1.9995361e+00,3.0088630e-07,9.5589798e-08
2.5352800e-01,1.9995086e+00,3.0105701e-07,9.5559701e-08
2.5362800e-01,1.9994804e+00,3.0122516e-07,9.5529586e-08
2.5372800e-01,1.9994514e+00,3.0139538e-07,9.5499455e-08
2.5382800e-01,1.9994215e+00,3.0156305e-07,9.5469308e-08
2.5392800e-01,1.9993909e+00,3.0173278e-07,9.5439143e-08
2.5402800e-01,1.9993595e+00,3.0189996e-07,9.5408961e-08
