time,v(i1),v(X0.Q),v(X0.x)
5.4280000e-07,2.5455060e-01,2.5455060e-13,1.0000000e-12
5.5280000e-07,2.5919337e-01,2.5919337e-13,1.0000000e-12
5.6280000e-07,2.6383359e-01,2.6383359e-13,1.0000000e-12
5.7280000e-07,2.6847120e-01,2.6847120e-13,1.0000000e-12
5.8280000e-07,2.7310617e-01,2.7310617e-13,1.0000000e-12
5.9280000e-07,2.7773843e-01,2.7773843e-13,1.0000000e-12
6.0280000e-07,2.8236796e-01,2.8236796e-13,1.0000000e-12
6.1280000e-07,2.8699470e-01,2.8699470e-13,1.0000000e-12
6.2280000e-07,2.9161861e-01,2.9161861e-13,1.0000000e-12
6.3280000e-07,2.9623964e-01,2.9623964e-13,1.0000000e-12
6.4280000e-07,3.0085774e-01,3.0085774e-13,1.0000000e-12
6.5280000e-07,3.0547288e-01,3.0547288e-13,1.0000000e-12
6.6280000e-07,3.1008500e-01,3.1008500e-13,1.0000000e-12
6.7280000e-07,3.1469406e-01,3.1469406e-13,1.0000000e-12
6.8280000e-07,3.1930002e-01,3.1930002e-13,1.0000000e-12
6.9280000e-07,3.2390282e-01,3.2390282e-13,1.0000000e-12
7.0280000e-07,3.2850243e-01,3.2850243e-13,1.0000000e-12
7.1280000e-07,3.3309879e-01,3.3309879e-13,1.0000000e-12
7.2280000e-07,3.3769187e-01,3.3769187e-13,1.0000000e-12
7.3280000e-07,3.4228161e-01,3.4228161e-13,1.0000000e-12
7.4280000e-07,3.4686798e-01,3.4686798e-13,1.0000000e-12
7.5280000e-07,3.5145092e-01,3.5145092e-13,1.0000000e-12
7.6280000e-07,3.5603040e-01,3.5603040e-13,1.0000000e-12
7.7280000e-07,3.6060636e-01,3.6060636e-13,1.0000000e-12
7.8280000e-07,3.6517876e-01,3.6517876e-13,1.0000000e-12
7.9280000e-07,3.6974755e-01,3.6974755e-13,1.0000000e-12
8.0280000e-07,3.7431270e-01,3.7431270e-13,1.0000000e-12
8.1280000e-07,3.7887415e-01,3.7887415e-13,1.0000000e-12
8.2280000e-07,3.8343187e-01,3.8343187e-13,1.0000000e-12
8.3280000e-07,3.8798580e-01,3.8798580e-13,1.0000000e-12
8.4280000e-07,3.9253590e-01,3.9253590e-13,1.0000000e-12
8.5280000e-07,3.9708213e-01,3.9708213e-13,1.0000000e-12
8.6280000e-07,4.0162443e-01,4.0162443e-13,1.0000000e-12
8.7280000e-07,4.0616278e-01,4.0616278e-13,1.0000000e-12
8.8280000e-07,4.1069711e-01,4.1069711e-13,1.0000000e-12
8.9280000e-07,4.1522739e-01,4.1522739e-13,1.0000000e-12
9.0280000e-07,4.1975357e-01,4.1975357e-13,1.0000000e-12
9.1280000e-07,4.2427561e-01,4.2427561e-13,1.0000000e-12
9.2280000e-07,4.2879347e-01,4.2879347e-13,1.0000000e-12
9.3280000e-07,4.3330709e-01,4.3330709e-13,1.0000000e-12
9.4280000e-07,4.3781643e-01,4.3781643e-13,1.0000000e-12
9.5280000e-07,4.4232146e-01,4.4232146e-13,1.0000000e-12
9.6280000e-07,4.4682211e-01,4.4682211e-13,1.0000000e-12
9.7280000e-07,4.5131836e-01,4.5131836e-13,1.0000000e-12
9.8280000e-07,4.5581016e-01,4.5581016e-13,1.0000000e-12
9.9280000e-07,4.6029745e-01,4.6029745e-13,1.0000000e-12
1.0028000e-06,4.6478020e-01,4.6478020e-13,1.0000000e-12
1.0128000e-06,4.6925837e-01,4.6925837e-13,1.0000000e-12
1.0228000e-06,4.7373190e-01,4.7373190e-13,1.0000000e-12
1.0328000e-06,4.7820076e-01,4.7820076e-13,1.0000000e-12
1.0428000e-06,4.8266490e-01,4.8266490e-13,1.0000000e-12
1.0528000e-06,4.8712427e-01,4.8712427e-13,1.0000000e-12
1.0628000e-06,4.9157884e-01,4.9157884e-13,1.0000000e-12
1.0728000e-06,4.9602855e-01,4.9602855e-13,1.0000000e-12
1.0828000e-06,5.0047337e-01,5.0047337e-13,1.0000000e-12
1.0928000e-06,5.0491325e-01,5.0491325e-13,1.0000000e-12
1.1028000e-06,5.0934815e-01,5.0934815e-13,1.0000000e-12
1.1128000e-06,5.1377802e-01,5.1377802e-13,1.0000000e-12
1.1228000e-06,5.1820281e-01,5.1820281e-13,1.0000000e-12
1.1328000e-06,5.2262250e-01,5.2262250e-13,1.0000000e-12
1.1428000e-06,5.2703703e-01,5.2703703e-13,1.0000000e-12
1.1528000e-06,5.3144635e-01,5.3144635e-13,1.0000000e-12
1.1628000e-06,5.3585043e-01,5.3585043e-13,1.0000000e-12
1.1728000e-06,5.4024922e-01,5.4024922e-13,1.0000000e-12
1.1828000e-06,5.4464268e-01,5.4464268e-13,1.0000000e-12
1.1928000e-06,5.4903076e-01,5.4903076e-13,1.0000000e-12
1.2028000e-06,5.5341343e-01,5.5341343e-13,1.0000000e-12
1.2128000e-06,5.5779063e-01,5.5779063e-13,1.0000000e-12
1.2228000e-06,5.6216233e-01,5.6216233e-13,1.0000000e-12
1.2328000e-06,5.6652848e-01,5.6652848e-13,1.0000000e-12
1.2428000e-06,5.7088903e-01,5.7088903e-13,1.0000000e-12
1.2528000e-06,5.7524396e-01,5.7524396e-13,1.0000000e-12
1.2628000e-06,5.7959320e-01,5.7959320e-13,1.0000000e-12
1.2728000e-06,5.8393673e-01,5.8393673e-13,1.0000000e-12
1.2828000e-06,5.8827449e-01,5.8827449e-13,1.0000000e-12
1.2928000e-06,5.9260645e-01,5.9260645e-13,1.0000000e-12
1.3028000e-06,5.9693255e-01,5.9693255e-13,1.0000000e-12
1.3128000e-06,6.0125277e-01,6.0125277e-13,1.0000000e-12
1.3228000e-06,6.0556705e-01,6.0556705e-13,1.0000000e-12
1.3328000e-06,6.0987536e-01,6.0987536e-13,1.0000000e-12
1.3428000e-06,6.1417764e-01,6.1417764e-13,1.0000000e-12
1.3528000e-06,6.1847387e-01,6.1847387e-13,1.0000000e-12
1.3628000e-06,6.2276399e-01,6.2276399e-13,1.0000000e-12
1.3728000e-06,6.2704796e-01,6.2704796e-13,1.0000000e-12
1.3828000e-06,6.3132575e-01,6.3132575e-13,1.0000000e-12
1.3928000e-06,6.3559730e-01,6.3559730e-13,1.0000000e-12
1.4028000e-06,6.3986258e-01,6.3986258e-13,1.0000000e-12
1.4128000e-06,6.4412155e-01,6.4412155e-13,1.0000000e-12
1.4228000e-06,6.4837416e-01,6.4837416e-13,1.0000000e-12
1.4328000e-06,6.5262037e-01,6.5262037e-13,1.0000000e-12
1.4428000e-06,6.5686013e-01,6.5686013e-13,1.0000000e-12
1.4528000e-06,6.6109342e-01,6.6109342e-13,1.0000000e-12
1.4628000e-06,6.6532018e-01,6.6532018e-13,1.0000000e-12
1.4728000e-06,6.6954037e-01,6.6954037e-13,1.0000000e-12
1.4828000e-06,6.7375396e-01,6.7375396e-13,1.0000000e-12
1.4928000e-06,6.7796090e-01,6.7796090e-13,1.0000000e-12
1.5028000e-06,6.8216114e-01,6.8216114e-13,1.0000000e-12
1.5128000e-06,6.8635465e-01,6.8635465e-13,1.0000000e-12
1.5228000e-06,6.9054139e-01,6.9054139e-13,1.0000000e-12
1.5328000e-06,6.9472132e-01,6.9472132e-13,1.0000000e-12
1.5428000e-06,6.9889438e-01,6.9889438e-13,1.0000000e-12
1.5528000e-06,7.0306055e-01,7.0306055e-13,1.0000000e-12
1.5628000e-06,7.0721978e-01,7.0721978e-13,1.0000000e-12
1.5728000e-06,7.1137203e-01,7.1137203e-13,1.0000000e-12
1.5828000e-06,7.1551726e-01,7.1551726e-13,1.0000000e-12
1.5928000e-06,7.1965543e-01,7.1965543e-13,1.0000000e-12
1.6028000e-06,7.2378649e-01,7.2378649e-13,1.0000000e-12
1.6128000e-06,7.2791041e-01,7.2791041e-13,1.0000000e-12
1.6228000e-06,7.3202715e-01,7.3202715e-13,1.0000000e-12
1.6328000e-06,7.3613666e-01,7.3613666e-13,1.0000000e-12
1.6428000e-06,7.4023891e-01,7.4023891e-13,1.0000000e-12
1.6528000e-06,7.4433385e-01,7.4433385e-13,1.0000000e-12
1.6628000e-06,7.4842144e-01,7.4842144e-13,1.0000000e-12
1.6728000e-06,7.5250165e-01,7.5250165e-13,1.0000000e-12
1.6828000e-06,7.5657443e-01,7.5657443e-13,1.0000000e-12
1.6928000e-06,7.6063974e-01,7.6063974e-13,1.0000000e-12
1.7028000e-06,7.6469755e-01,7.6469755e-13,1.0000000e-12
1.7128000e-06,7.6874781e-01,7.6874781e-13,1.0000000e-12
1.7228000e-06,7.7279048e-01,7.7279048e-13,1.0000000e-12
1.7328000e-06,7.7682553e-01,7.7682553e-13,1.0000000e-12
1.7428000e-06,7.8085290e-01,7.8085290e-13,1.0000000e-12
1.7528000e-06,7.8487258e-01,7.8487258e-13,1.0000000e-12
1.7628000e-06,7.8888450e-01,7.8888450e-13,1.0000000e-12
1.7728000e-06,7.9288864e-01,7.9288864e-13,1.0000000e-12
1.7828000e-06,7.9688495e-01,7.9688495e-13,1.0000000e-12
1.7928000e-06,8.0087340e-01,8.0100115e-13,1.0001595e-12
1.8028000e-06,8.0485395e-01,8.0595714e-13,1.0013707e-12
1.8128000e-06,8.0882655e-01,8.1255329e-13,1.0046076e-12
1.8228000e-06,8.1279116e-01,8.2115898e-13,1.0102952e-12
1.8328000e-06,8.1674776e-01,8.3204891e-13,1.0187342e-12
1.8428000e-06,8.2069630e-01,8.4540159e-13,1.0301028e-12
1.8528000e-06,8.2463673e-01,8.6131747e-13,1.0444811e-12
1.8628000e-06,8.2856903e-01,8.7984376e-13,1.0618835e-12
1.8728000e-06,8.3249314e-01,9.0099671e-13,1.0822872e-12
1.8828000e-06,8.3640905e-01,9.2477778e-13,1.1056525e-12
1.8928000e-06,8.4031669e-01,9.5118373e-13,1.1319348e-12
1.9028000e-06,8.4421605e-01,9.8021210e-13,1.1610915e-12
1.9128000e-06,8.4810707e-01,1.0118637e-12,1.1930849e-12
1.9228000e-06,8.5198972e-01,1.0461436e-12,1.2278829e-12
1.9328000e-06,8.5586396e-01,1.0830605e-12,1.2654587e-12
1.9428000e-06,8.5972976e-01,1.1226268e-12,1.3057904e-12
1.9528000e-06,8.6358707e-01,1.1648578e-12,1.3488597e-12
1.9628000e-06,8.6743585e-01,1.2097707e-12,1.3946515e-12
1.9728000e-06,8.7127608e-01,1.2573846e-12,1.4431528e-12
1.9828000e-06,8.7510771e-01,1.3077196e-12,1.4943528e-12
1.9928000e-06,8.7893070e-01,1.3607970e-12,1.5482415e-12
2.0028000e-06,8.8274501e-01,1.4166383e-12,1.6048104e-12
2.0128000e-06,8.8655061e-01,1.4752656e-12,1.6640512e-12
2.0228000e-06,8.9034746e-01,1.5367009e-12,1.7259564e-12
2.0328000e-06,8.9413553e-01,1.6009667e-12,1.7905190e-12
2.0428000e-06,8.9791477e-01,1.6680850e-12,1.8577320e-12
2.0528000e-06,9.0168515e-01,1.7380781e-12,1.9275887e-12
2.0628000e-06,9.0544663e-01,1.8109680e-12,2.0000825e-12
2.0728000e-06,9.0919917e-01,1.8867764e-12,2.0752069e-12
2.0828000e-06,9.1294274e-01,1.9655250e-12,2.1529554e-12
2.0928000e-06,9.1667730e-01,2.0472351e-12,2.2333215e-12
2.1028000e-06,9.2040281e-01,2.1319281e-12,2.3162990e-12
2.1128000e-06,9.2411924e-01,2.2196247e-12,2.4018813e-12
2.1228000e-06,9.2782654e-01,2.3103456e-12,2.4900620e-12
2.1328000e-06,9.3152469e-01,2.4041113e-12,2.5808347e-12
2.1428000e-06,9.3521365e-01,2.5009418e-12,2.6741930e-12
2.1528000e-06,9.3889338e-01,2.6008570e-12,2.7701303e-12
2.1628000e-06,9.4256383e-01,2.7038766e-12,2.8686403e-12
2.1728000e-06,9.4622499e-01,2.8100198e-12,2.9697163e-12
2.1828000e-06,9.4987681e-01,2.9193057e-12,3.0733519e-12
2.1928000e-06,9.5351925e-01,3.0317531e-12,3.1795405e-12
2.2028000e-06,9.5715228e-01,3.1473804e-12,3.2882755e-12
2.2128000e-06,9.6077587e-01,3.2662059e-12,3.3995503e-12
2.2228000e-06,9.6438997e-01,3.3882476e-12,3.5133584e-12
2.2328000e-06,9.6799456e-01,3.5135230e-12,3.6296929e-12
2.2428000e-06,9.7158959e-01,3.6420496e-12,3.7485474e-12
2.2528000e-06,9.7517503e-01,3.7738445e-12,3.8699150e-12
2.2628000e-06,9.7875084e-01,3.9089244e-12,3.9937891e-12
2.2728000e-06,9.8231700e-01,4.0473060e-12,4.1201628e-12
2.2828000e-06,9.8587346e-01,4.1890054e-12,4.2490295e-12
2.2928000e-06,9.8942020e-01,4.3340387e-12,4.3803822e-12
2.3028000e-06,9.9295716e-01,4.4824214e-12,4.5142143e-12
2.3128000e-06,9.9648433e-01,4.6341691e-12,4.6505188e-12
2.3228000e-06,1.0000017e+00,4.7892969e-12,4.7892889e-12
2.3328000e-06,1.0035091e+00,4.9478195e-12,4.9305177e-12
2.3428000e-06,1.0070067e+00,5.1097515e-12,5.0741982e-12
2.3528000e-06,1.0104943e+00,5.2751072e-12,5.2203236e-12
2.3628000e-06,1.0139719e+00,5.4439006e-12,5.3688868e-12
2.3728000e-06,1.0174396e+00,5.6161452e-12,5.5198808e-12
2.3828000e-06,1.0208972e+00,5.7918546e-12,5.6732987e-12
2.3928000e-06,1.0243447e+00,5.9710418e-12,5.8291333e-12
2.4028000e-06,1.0277821e+00,6.1537197e-12,5.9873777e-12
2.4128000e-06,1.0312094e+00,6.3399008e-12,6.1480247e-12
2.4228000e-06,1.0346265e+00,6.5295973e-12,6.3110673e-12
2.4328000e-06,1.0380333e+00,6.7228211e-12,6.4764982e-12
2.4428000e-06,1.0414300e+00,6.9195840e-12,6.6443104e-12
2.4528000e-06,1.0448163e+00,7.1198974e-12,6.8144966e-12
2.4628000e-06,1.0481924e+00,7.3237722e-12,6.9870496e-12
2.4728000e-06,1.0515581e+00,7.5312193e-12,7.1619623e-12
2.4828000e-06,1.0549134e+00,7.7422492e-12,7.3392273e-12
2.4928000e-06,1.0582583e+00,7.9568721e-12,7.5188374e-12
2.5028000e-06,1.0615928e+00,8.1750980e-12,7.7007853e-12
2.5128000e-06,1.0649168e+00,8.3969363e-12,7.8850636e-12
2.5228000e-06,1.0682302e+00,8.6223966e-12,8.0716651e-12
2.5328000e-06,1.0715332e+00,8.8514878e-12,8.2605823e-12
2.5428000e-06,1.0748255e+00,9.0842187e-12,8.4518078e-12
2.5528000e-06,1.0781073e+00,9.3205977e-12,8.6453343e-12
2.5628000e-06,1.0813784e+00,9.5606330e-12,8.8411542e-12
2.5728000e-06,1.0846388e+00,9.8043325e-12,9.0392602e-12
2.5828000e-06,1.0878885e+00,1.0051704e-11,9.2396448e-12
2.5928000e-06,1.0911275e+00,1.0302754e-11,9.4423004e-12
2.6028000e-06,1.0943558e+00,1.0557490e-11,9.6472196e-12
2.6128000e-06,1.0975732e+00,1.0815919e-11,9.8543947e-12
2.6228000e-06,1.1007798e+00,1.1078048e-11,1.0063818e-11
2.6328000e-06,1.1039755e+00,1.1343881e-11,1.0275483e-11
2.6428000e-06,1.1071603e+00,1.1613426e-11,1.0489380e-11
2.6528000e-06,1.1103342e+00,1.1886687e-11,1.0705503e-11
2.6628000e-06,1.1134972e+00,1.2163670e-11,1.0923844e-11
2.6728000e-06,1.1166491e+00,1.2444379e-11,1.1144395e-11
2.6828000e-06,1.1197901e+00,1.2728821e-11,1.1367149e-11
2.6928000e-06,1.1229199e+00,1.3016998e-11,1.1592098e-11
2.7028000e-06,1.1260387e+00,1.3308915e-11,1.1819233e-11
2.7128000e-06,1.1291464e+00,1.3604575e-11,1.2048548e-11
2.7228000e-06,1.1322430e+00,1.3903983e-11,1.2280034e-11
2.7328000e-06,1.1353283e+00,1.4207140e-11,1.2513684e-11
2.7428000e-06,1.1384025e+00,1.4514051e-11,1.2749490e-11
2.7528000e-06,1.1414654e+00,1.4824718e-11,1.2987444e-11
2.7628000e-06,1.1445171e+00,1.5139143e-11,1.3227538e-11
2.7728000e-06,1.1475575e+00,1.5457328e-11,1.3469764e-11
2.7828000e-06,1.1505865e+00,1.5779275e-11,1.3714114e-11
2.7928000e-06,1.1536042e+00,1.6104985e-11,1.3960581e-11
2.8028000e-06,1.1566105e+00,1.6434459e-11,1.4209156e-11
2.8128000e-06,1.1596054e+00,1.6767698e-11,1.4459832e-11
2.8228000e-06,1.1625888e+00,1.7104703e-11,1.4712600e-11
2.8328000e-06,1.1655608e+00,1.7445475e-11,1.4967452e-11
2.8428000e-06,1.1685212e+00,1.7790012e-11,1.5224381e-11
2.8528000e-06,1.1714701e+00,1.8138315e-11,1.5483378e-11
2.8628000e-06,1.1744075e+00,1.8490382e-11,1.5744435e-11
2.8728000e-06,1.1773333e+00,1.8846214e-11,1.6007544e-11
2.8828000e-06,1.1802474e+00,1.9205809e-11,1.6272697e-11
2.8928000e-06,1.1831499e+00,1.9569166e-11,1.6539886e-11
2.9028000e-06,1.1860408e+00,1.9936282e-11,1.6809103e-11
2.9128000e-06,1.1889199e+00,2.0307155e-11,1.7080339e-11
2.9228000e-06,1.1917873e+00,2.0681784e-11,1.7353587e-11
2.9328000e-06,1.1946429e+00,2.1060166e-11,1.7628837e-11
2.9428000e-06,1.1974867e+00,2.1442297e-11,1.7906083e-11
2.9528000e-06,1.2003188e+00,2.1828174e-11,1.8185315e-11
2.9628000e-06,1.2031389e+00,2.2217795e-11,1.8466525e-11
2.9728000e-06,1.2059472e+00,2.2611155e-11,1.8749705e-11
2.9828000e-06,1.2087436e+00,2.3008250e-11,1.9034847e-11
2.9928000e-06,1.2115281e+00,2.3409075e-11,1.9321942e-11
3.0028000e-06,1.2143006e+00,2.3813627e-11,1.9610982e-11
3.0128000e-06,1.2170611e+00,2.4221900e-11,1.9901959e-11
3.0228000e-06,1.2198096e+00,2.4633889e-11,2.0194863e-11
3.0328000e-06,1.2225461e+00,2.5049588e-11,2.0489688e-11
3.0428000e-06,1.2252705e+00,2.5468992e-11,2.0786424e-11
3.0528000e-06,1.2279828e+00,2.5892094e-11,2.1085062e-11
3.0628000e-06,1.2306830e+00,2.6318889e-11,2.1385595e-11
3.0728000e-06,1.2333710e+00,2.6749369e-11,2.1688014e-11
3.0828000e-06,1.2360469e+00,2.7183528e-11,2.1992311e-11
3.0928000e-06,1.2387106e+00,2.7621358e-11,2.2298476e-11
3.1028000e-06,1.2413620e+00,2.8062852e-11,2.2606501e-11
3.1128000e-06,1.2440012e+00,2.8508003e-11,2.2916378e-11
3.1228000e-06,1.2466281e+00,2.8956801e-11,2.3228099e-11
3.1328000e-06,1.2492428e+00,2.9409240e-11,2.3541653e-11
3.1428000e-06,1.2518450e+00,2.9865310e-11,2.3857034e-11
3.1528000e-06,1.2544350e+00,3.0325002e-11,2.4174232e-11
3.1628000e-06,1.2570125e+00,3.0788308e-11,2.4493239e-11
3.1728000e-06,1.2595777e+00,3.1255217e-11,2.4814045e-11
3.1828000e-06,1.2621304e+00,3.1725721e-11,2.5136643e-11
3.1928000e-06,1.2646706e+00,3.2199809e-11,2.5461023e-11
3.2028000e-06,1.2671984e+00,3.2677470e-11,2.5787178e-11
3.2128000e-06,1.2697137e+00,3.3158695e-11,2.6115097e-11
3.2228000e-06,1.2722164e+00,3.3643473e-11,2.6444772e-11
3.2328000e-06,1.2747066e+00,3.4131793e-11,2.6776195e-11
3.2428000e-06,1.2771842e+00,3.4623642e-11,2.7109357e-11
3.2528000e-06,1.2796492e+00,3.5119010e-11,2.7444249e-11
3.2628000e-06,1.2821015e+00,3.5617885e-11,2.7780862e-11
3.2728000e-06,1.2845412e+00,3.6120255e-11,2.8119187e-11
3.2828000e-06,1.2869683e+00,3.6626107e-11,2.8459215e-11
3.2928000e-06,1.2893826e+00,3.7135428e-11,2.8800938e-11
3.3028000e-06,1.2917842e+00,3.7648206e-11,2.9144346e-11
3.3128000e-06,1.2941731e+00,3.8164427e-11,2.9489431e-11
3.3228000e-06,1.2965491e+00,3.8684079e-11,2.9836184e-11
3.3328000e-06,1.2989124e+00,3.9207146e-11,3.0184595e-11
3.3428000e-06,1.3012629e+00,3.9733616e-11,3.0534657e-11
3.3528000e-06,1.3036005e+00,4.0263473e-11,3.0886359e-11
3.3628000e-06,1.3059253e+00,4.0796704e-11,3.1239693e-11
3.3728000e-06,1.3082371e+00,4.1333294e-11,3.1594650e-11
3.3828000e-06,1.3105361e+00,4.1873227e-11,3.1951220e-11
3.3928000e-06,1.3128221e+00,4.2416489e-11,3.2309396e-11
3.4028000e-06,1.3150952e+00,4.2963064e-11,3.2669167e-11
3.4128000e-06,1.3173553e+00,4.3512935e-11,3.3030525e-11
3.4228000e-06,1.3196023e+00,4.4066087e-11,3.3393460e-11
3.4328000e-06,1.3218364e+00,4.4622504e-11,3.3757963e-11
3.4428000e-06,1.3240574e+00,4.5182169e-11,3.4124026e-11
3.4528000e-06,1.3262654e+00,4.5745066e-11,3.4491639e-11
3.4628000e-06,1.3284602e+00,4.6311176e-11,3.4860793e-11
3.4728000e-06,1.3306419e+00,4.6880484e-11,3.5231479e-11
3.4828000e-06,1.3328106e+00,4.7452970e-11,3.5603687e-11
3.4928000e-06,1.3349660e+00,4.8028618e-11,3.5977409e-11
3.5028000e-06,1.3371083e+00,4.8607410e-11,3.6352635e-11
3.5128000e-06,1.3392374e+00,4.9189326e-11,3.6729356e-11
3.5228000e-06,1.3413532e+00,4.9774350e-11,3.7107563e-11
3.5328000e-06,1.3434559e+00,5.0362461e-11,3.7487246e-11
3.5428000e-06,1.3455452e+00,5.0953640e-11,3.7868396e-11
3.5528000e-06,1.3476213e+00,5.1547870e-11,3.8251005e-11
3.5628000e-06,1.3496841e+00,5.2145129e-11,3.8635061e-11
3.5728000e-06,1.3517336e+00,5.2745398e-11,3.9020558e-11
3.5828000e-06,1.3537697e+00,5.3348658e-11,3.9407484e-11
3.5928000e-06,1.3557925e+00,5.3954887e-11,3.9795831e-11
3.6028000e-06,1.3578019e+00,5.4564067e-11,4.0185589e-11
3.6128000e-06,1.3597978e+00,5.5176175e-11,4.0576748e-11
3.6228000e-06,1.3617804e+00,5.5791191e-11,4.0969301e-11
3.6328000e-06,1.3637495e+00,5.6409094e-11,4.1363236e-11
3.6428000e-06,1.3657052e+00,5.7029862e-11,4.1758545e-11
3.6528000e-06,1.3676474e+00,5.7653474e-11,4.2155219e-11
3.6628000e-06,1.3695761e+00,5.8279908e-11,4.2553247e-11
3.6728000e-06,1.3714912e+00,5.8909142e-11,4.2952621e-11
3.6828000e-06,1.3733929e+00,5.9541153e-11,4.3353330e-11
3.6928000e-06,1.3752809e+00,6.0175920e-11,4.3755366e-11
3.7028000e-06,1.3771554e+00,6.0813419e-11,4.4158719e-11
3.7128000e-06,1.3790163e+00,6.1453627e-11,4.4563379e-11
3.7228000e-06,1.3808636e+00,6.2096522e-11,4.4969337e-11
3.7328000e-06,1.3826973e+00,6.2742079e-11,4.5376583e-11
3.7428000e-06,1.3845173e+00,6.3390276e-11,4.5785108e-11
3.7528000e-06,1.3863237e+00,6.4041088e-11,4.6194902e-11
3.7628000e-06,1.3881164e+00,6.4694492e-11,4.6605957e-11
3.7728000e-06,1.3898954e+00,6.5350462e-11,4.7018261e-11
3.7828000e-06,1.3916606e+00,6.6008975e-11,4.7431805e-11
3.7928000e-06,1.3934121e+00,6.6670007e-11,4.7846581e-11
3.8028000e-06,1.3951499e+00,6.7333531e-11,4.8262577e-11
3.8128000e-06,1.3968739e+00,6.7999523e-11,4.8679786e-11
3.8228000e-06,1.3985841e+00,6.8667958e-11,4.9098196e-11
3.8328000e-06,1.4002806e+00,6.9338811e-11,4.9517799e-11
3.8428000e-06,1.4019631e+00,7.0012054e-11,4.9938584e-11
3.8528000e-06,1.4036319e+00,7.0687664e-11,5.0360542e-11
3.8628000e-06,1.4052868e+00,7.1365613e-11,5.0783664e-11
3.8728000e-06,1.4069278e+00,7.2045875e-11,5.1207939e-11
3.8828000e-06,1.4085550e+00,7.2728424e-11,5.1633358e-11
3.8928000e-06,1.4101682e+00,7.3413233e-11,5.2059911e-11
3.9028000e-06,1.4117676e+00,7.4100275e-11,5.2487589e-11
3.9128000e-06,1.4133530e+00,7.4789523e-11,5.2916381e-11
3.9228000e-06,1.4149244e+00,7.5480950e-11,5.3346278e-11
3.9328000e-06,1.4164819e+00,7.6174529e-11,5.3777270e-11
3.9428000e-06,1.4180254e+00,7.6870231e-11,5.4209348e-11
3.9528000e-06,1.4195549e+00,7.7568029e-11,5.4642501e-11
3.9628000e-06,1.4210704e+00,7.8267895e-11,5.5076720e-11
3.9728000e-06,1.4225719e+00,7.8969801e-11,5.5511994e-11
3.9828000e-06,1.4240593e+00,7.9673718e-11,5.5948315e-11
3.9928000e-06,1.4255327e+00,8.0379617e-11,5.6385672e-11
4.0028000e-06,1.4269920e+00,8.1087471e-11,5.6824056e-11
4.0128000e-06,1.4284372e+00,8.1797250e-11,5.7263456e-11
4.0228000e-06,1.4298683e+00,8.2508925e-11,5.7703863e-11
4.0328000e-06,1.4312853e+00,8.3222467e-11,5.8145267e-11
4.0428000e-06,1.4326882e+00,8.3937846e-11,5.8587658e-11
4.0528000e-06,1.4340769e+00,8.4655033e-11,5.9031025e-11
4.0628000e-06,1.4354515e+00,8.5373997e-11,5.9475360e-11
4.0728000e-06,1.4368120e+00,8.6094710e-11,5.9920653e-11
4.0828000e-06,1.4381582e+00,8.6817141e-11,6.0366892e-11
4.0928000e-06,1.4394902e+00,8.7541260e-11,6.0814069e-11
4.1028000e-06,1.4408081e+00,8.8267035e-11,6.1262174e-11
4.1128000e-06,1.4421117e+00,8.8994438e-11,6.1711195e-11
4.1228000e-06,1.4434011e+00,8.9723436e-11,6.2161125e-11
4.1328000e-06,1.4446762e+00,9.0454000e-11,6.2611952e-11
4.1428000e-06,1.4459371e+00,9.1186097e-11,6.3063667e-11
4.1528000e-06,1.4471837e+00,9.1919697e-11,6.3516259e-11
4.1628000e-06,1.4484161e+00,9.2654769e-11,6.3969719e-11
4.1728000e-06,1.4496341e+00,9.3391281e-11,6.4424037e-11
4.1828000e-06,1.4508378e+00,9.4129200e-11,6.4879202e-11
4.1928000e-06,1.4520272e+00,9.4868497e-11,6.5335204e-11
4.2028000e-06,1.4532023e+00,9.5609138e-11,6.5792035e-11
4.2128000e-06,1.4543631e+00,9.6351091e-11,6.6249683e-11
4.2228000e-06,1.4555094e+00,9.7094324e-11,6.6708138e-11
4.2328000e-06,1.4566414e+00,9.7838806e-11,6.7167391e-11
4.2428000e-06,1.4577591e+00,9.8584502e-11,6.7627431e-11
4.2528000e-06,1.4588623e+00,9.9331382e-11,6.8088249e-11
4.2628000e-06,1.4599512e+00,1.0007941e-10,6.8549833e-11
4.2728000e-06,1.4610256e+00,1.0082856e-10,6.9012175e-11
4.2828000e-06,1.4620857e+00,1.0157879e-10,6.9475264e-11
4.2928000e-06,1.4631313e+00,1.0233007e-10,6.9939090e-11
4.3028000e-06,1.4641624e+00,1.0308237e-10,7.0403643e-11
4.3128000e-06,1.4651791e+00,1.0383565e-10,7.0868912e-11
4.3228000e-06,1.4661814e+00,1.0458988e-10,7.1334889e-11
4.3328000e-06,1.4671691e+00,1.0534503e-10,7.1801561e-11
4.3428000e-06,1.4681424e+00,1.0610107e-10,7.2268920e-11
4.3528000e-06,1.4691012e+00,1.0685795e-10,7.2736956e-11
4.3628000e-06,1.4700455e+00,1.0761565e-10,7.3205657e-11
4.3728000e-06,1.4709753e+00,1.0837413e-10,7.3675014e-11
4.3828000e-06,1.4718906e+00,1.0913335e-10,7.4145017e-11
4.3928000e-06,1.4727913e+00,1.0989329e-10,7.4615656e-11
4.4028000e-06,1.4736775e+00,1.1065391e-10,7.5086920e-11
4.4128000e-06,1.4745492e+00,1.1141517e-10,7.5558799e-11
